"seccion","hoja","indicador","n_provincias","tiene_ficha","ficha_tecnica","familia_ficha","fuente_inventario","periodo_inventario","periodicidad_inventario","sentido_inventario","actualizable_2025","en_inventario"
"10_Seguridad","P4A_municipio","Muy seguro (%)",11,FALSE,,,,,,,,FALSE
"10_Seguridad","P4A_municipio","N respuestas",11,FALSE,,,,,,,,FALSE
"10_Seguridad","P4A_municipio","Periodo",11,FALSE,,,,,,,,FALSE
"10_Seguridad","P4A_municipio","Seguro (%)",11,FALSE,,,,,,,,FALSE
"10_Seguridad","P6_cambio_municipio","Igual (%)",11,FALSE,,,,,,,,FALSE
"10_Seguridad","P6_cambio_municipio","Más seguro (%)",11,FALSE,,,,,,,,FALSE
"10_Seguridad","P6_cambio_municipio","Menos seguro (%)",11,FALSE,,,,,,,,FALSE
"10_Seguridad","P6_cambio_municipio","N respuestas",11,FALSE,,,,,,,,FALSE
"10_Seguridad","P6_cambio_municipio","No sabe/No responde (%)",11,FALSE,,,,,,,,FALSE
"10_Seguridad","P6_cambio_municipio","Periodo",11,FALSE,,,,,,,,FALSE
"10_Seguridad","proporcion_hechos","Hecho victimizante",11,FALSE,,,,,,,,FALSE
"10_Seguridad","proporcion_hechos","Proporción sobre el total (%)",11,FALSE,,,,,,,,FALSE
"10_Seguridad","proporcion_hechos","Víctimas por ocurrencia",11,FALSE,,,,,,,,FALSE
"10_Seguridad","srtdaf","Número de predios",11,FALSE,,,,,,,,FALSE
"10_Seguridad","srtdaf","Número de solicitudes",11,FALSE,,,,,,,,FALSE
"10_Seguridad","srtdaf","Número de titulares",11,FALSE,,,,,,,,FALSE
"10_Seguridad","tasas","Número de solicitudes",11,FALSE,,,,,,,,FALSE
"10_Seguridad","tasas","Población (2025)",11,FALSE,,,,,,,,FALSE
"10_Seguridad","tasas","Tasa de solicitudes (por 1.000 hab.)",11,FALSE,,,,,,,,FALSE
"10_Seguridad","total_victimas","Eventos",11,FALSE,,,,,,,,FALSE
"10_Seguridad","total_victimas","Sujetos de atención",11,FALSE,,,,,,,,FALSE
"10_Seguridad","total_victimas","Víctimas por declaración",11,FALSE,,,,,,,,FALSE
"10_Seguridad","total_victimas","Víctimas por ocurrencia",11,FALSE,,,,,,,,FALSE
"10_Seguridad","total_victimas","Víctimas por ubicación",11,FALSE,,,,,,,,FALSE
