"provincia","seccion","archivo","hoja","tipo","filas","columnas"
"Bioenergética del Norte de Antioquia","10_Seguridad","seguridad.xlsx","P6_cambio_municipio","tabla",8,7
"Bioenergética del Norte de Antioquia","10_Seguridad","seguridad.xlsx","irv","tabla",13,6
"Bioenergética del Norte de Antioquia","10_Seguridad","seguridad.xlsx","desaparecidos","tabla",14,6
"Bioenergética del Norte de Antioquia","10_Seguridad","seguridad.xlsx","_fig_01","datos de figura",16,4
"Bioenergética del Norte de Antioquia","10_Seguridad","seguridad.xlsx","_fig_02","datos de figura",13,4
"Bioenergética del Norte de Antioquia","10_Seguridad","seguridad.xlsx","_fig_03","datos de figura",13,3
"Bioenergética del Norte de Antioquia","10_Seguridad","seguridad.xlsx","_fig_04","datos de figura",13,2
"Bioenergética del Norte de Antioquia","10_Seguridad","seguridad.xlsx","_fig_05","datos de figura",16,3
"Bioenergética del Norte de Antioquia","10_Seguridad","seguridad.xlsx","_mapa10_homicidios","datos de figura",13,3
"Bioenergética del Norte de Antioquia","10_Seguridad","seguridad.xlsx","_mapa10_homicidios_dpto","datos de figura",88,3
"Del Río Grande","01_Generalidades","distribucion_territorial.xlsx","distribucion_territorial","tabla",8,6
"Del Río Grande","01_Generalidades","distribucion_territorial.xlsx","_fig_01","datos de figura",5,3
"Del Río Grande","01_Generalidades","distribucion_territorial.xlsx","_mapa00_localizacion","datos de figura",5,4
"Del Río Grande","01_Generalidades","distribucion_territorial.xlsx","_mapa01_area","datos de figura",5,3
"Del Río Grande","02_Demografia","demografia.xlsx","poblacion","tabla",8,13
"Del Río Grande","02_Demografia","demografia.xlsx","estructura_edad","tabla",6,33
"Del Río Grande","02_Demografia","demografia.xlsx","natalidad_mortalidad","tabla",8,7
"Del Río Grande","02_Demografia","demografia.xlsx","migracion","tabla",8,7
"Del Río Grande","02_Demografia","demografia.xlsx","_fig_01","datos de figura",5,3
"Del Río Grande","02_Demografia","demografia.xlsx","_fig_02","datos de figura",5,5
"Del Río Grande","02_Demografia","demografia.xlsx","_fig_03","datos de figura",5,3
"Del Río Grande","02_Demografia","demografia.xlsx","_fig_04","datos de figura",18,3
"Del Río Grande","02_Demografia","demografia.xlsx","_fig_05","datos de figura",5,2
"Del Río Grande","02_Demografia","demografia.xlsx","_mapa02_densidad","datos de figura",5,4
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","deficit_vivienda","tabla",8,6
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","servicios_publicos","tabla",8,16
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","vias_area","tabla",6,7
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","vias_habitantes","tabla",6,7
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","catastro","tabla",6,11
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","imca","tabla",7,16
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","gobierno_digital","tabla",7,16
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","tti_edsup","tabla",6,5
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","internet_2025","tabla",6,8
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","uso_suelo_rural","tabla",5,5
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","_fig_01","datos de figura",5,2
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","_fig_02","datos de figura",5,2
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","_fig_03","datos de figura",15,3
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","_fig_04","datos de figura",15,3
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","_fig_05","datos de figura",5,2
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","_fig_06","datos de figura",5,2
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","_fig_07","datos de figura",12,3
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","_fig_08","datos de figura",22,3
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","_fig_09","datos de figura",5,2
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","_fig_10","datos de figura",5,2
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","_fig_11","datos de figura",11,2
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","_fig_12","datos de figura",5,2
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","_fig_13","datos de figura",5,2
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","_fig_14","datos de figura",5,2
"Del Río Grande","03_Ordenamiento","ordenamiento.xlsx","_mapa03_deficit_vivienda","datos de figura",5,4
"Del Río Grande","04_Gobernabilidad","gobernabilidad.xlsx","mdm","tabla",45,8
"Del Río Grande","04_Gobernabilidad","gobernabilidad.xlsx","idf","tabla",5,9
"Del Río Grande","04_Gobernabilidad","gobernabilidad.xlsx","ley617","tabla",54,9
"Del Río Grande","04_Gobernabilidad","gobernabilidad.xlsx","icm","tabla",120,12
"Del Río Grande","04_Gobernabilidad","gobernabilidad.xlsx","_fig_01","datos de figura",5,4
"Del Río Grande","04_Gobernabilidad","gobernabilidad.xlsx","_fig_02","datos de figura",5,5
"Del Río Grande","04_Gobernabilidad","gobernabilidad.xlsx","_fig_03","datos de figura",5,5
"Del Río Grande","04_Gobernabilidad","gobernabilidad.xlsx","_fig_04","datos de figura",5,8
"Del Río Grande","04_Gobernabilidad","gobernabilidad.xlsx","_fig_05","datos de figura",18,3
"Del Río Grande","05_Economia","economia.xlsx","extranjeros_municipio","tabla",94,7
"Del Río Grande","05_Economia","economia.xlsx","comparativo_pap_antioquia","tabla",12,5
"Del Río Grande","05_Economia","economia.xlsx","ecv_pobreza","tabla",8,10
"Del Río Grande","05_Economia","economia.xlsx","ecv_ipm","tabla",8,8
"Del Río Grande","05_Economia","economia.xlsx","ecv_gini","tabla",8,16
"Del Río Grande","05_Economia","economia.xlsx","ecv_ocupacion_informal","tabla",8,16
"Del Río Grande","05_Economia","economia.xlsx","ecv_desocupacion_nini","tabla",8,10
"Del Río Grande","05_Economia","economia.xlsx","turismo_instrumentos","tabla",5,8
"Del Río Grande","05_Economia","economia.xlsx","dependencia_economica","tabla",8,5
"Del Río Grande","05_Economia","economia.xlsx","densidad_empresarial","tabla",6,5
"Del Río Grande","05_Economia","economia.xlsx","valor_agregado","tabla",60,15
"Del Río Grande","05_Economia","economia.xlsx","va_actividades","tabla",60,17
"Del Río Grande","05_Economia","economia.xlsx","energia_tecnologia","tabla",5,3
"Del Río Grande","05_Economia","economia.xlsx","energia_centrales","tabla",8,11
"Del Río Grande","05_Economia","economia.xlsx","energia_participacion","tabla",3,4
"Del Río Grande","05_Economia","economia.xlsx","titulos_mineros","tabla",24,3
"Del Río Grande","05_Economia","economia.xlsx","_fig_01","datos de figura",5,2
"Del Río Grande","05_Economia","economia.xlsx","_fig_02","datos de figura",5,2
"Del Río Grande","05_Economia","economia.xlsx","_fig_03","datos de figura",5,3
"Del Río Grande","05_Economia","economia.xlsx","_fig_04","datos de figura",5,3
"Del Río Grande","05_Economia","economia.xlsx","_fig_05","datos de figura",5,3
"Del Río Grande","05_Economia","economia.xlsx","_fig_06","datos de figura",5,2
"Del Río Grande","05_Economia","economia.xlsx","_fig_07","datos de figura",5,2
"Del Río Grande","05_Economia","economia.xlsx","_fig_08","datos de figura",5,2
"Del Río Grande","05_Economia","economia.xlsx","_fig_09","datos de figura",5,5
"Del Río Grande","05_Economia","economia.xlsx","_fig_10","datos de figura",5,4
"Del Río Grande","05_Economia","economia.xlsx","_fig_11","datos de figura",5,5
"Del Río Grande","05_Economia","economia.xlsx","_fig_12","datos de figura",12,2
"Del Río Grande","05_Economia","economia.xlsx","_fig_13","datos de figura",11,2
"Del Río Grande","05_Economia","economia.xlsx","_fig_14","datos de figura",33,3
"Del Río Grande","05_Economia","economia.xlsx","_fig_15","datos de figura",7,4
"Del Río Grande","05_Economia","economia.xlsx","_mapa05_va_percapita","datos de figura",5,4
"Del Río Grande","06_Desarrollo_Rural","desarrollo_rural.xlsx","inventario_pecuario","tabla",56,12
"Del Río Grande","06_Desarrollo_Rural","desarrollo_rural.xlsx","participacion_municipal","tabla",35,7
"Del Río Grande","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_especies","tabla",35,11
"Del Río Grande","06_Desarrollo_Rural","desarrollo_rural.xlsx","area_km2","tabla",6,5
"Del Río Grande","06_Desarrollo_Rural","desarrollo_rural.xlsx","principales_cultivos","tabla",35,6
"Del Río Grande","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_agricola","tabla",42,12
"Del Río Grande","06_Desarrollo_Rural","desarrollo_rural.xlsx","rendimiento","tabla",42,8
"Del Río Grande","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_01","datos de figura",5,4
"Del Río Grande","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_02","datos de figura",20,3
"Del Río Grande","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_03","datos de figura",10,4
"Del Río Grande","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_04","datos de figura",5,6
"Del Río Grande","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_05","datos de figura",5,5
"Del Río Grande","07_Ambiental","ambiental.xlsx","detalle","tabla",7,8
"Del Río Grande","07_Ambiental","ambiental.xlsx","irca","tabla",108,11
"Del Río Grande","07_Ambiental","ambiental.xlsx","eventos_tipo","tabla",39,6
"Del Río Grande","07_Ambiental","ambiental.xlsx","eventos_año","tabla",23,6
"Del Río Grande","07_Ambiental","ambiental.xlsx","desastres_selectos","tabla",7,10
"Del Río Grande","07_Ambiental","ambiental.xlsx","imrc","tabla",7,6
"Del Río Grande","07_Ambiental","ambiental.xlsx","perdida_cobertura","tabla",8,5
"Del Río Grande","07_Ambiental","ambiental.xlsx","_fig_01","datos de figura",4,3
"Del Río Grande","07_Ambiental","ambiental.xlsx","_fig_02","datos de figura",5,4
"Del Río Grande","07_Ambiental","ambiental.xlsx","_fig_03","datos de figura",18,3
"Del Río Grande","07_Ambiental","ambiental.xlsx","_fig_04","datos de figura",5,2
"Del Río Grande","07_Ambiental","ambiental.xlsx","_fig_05","datos de figura",14,2
"Del Río Grande","07_Ambiental","ambiental.xlsx","_fig_06","datos de figura",6,2
"Del Río Grande","07_Ambiental","ambiental.xlsx","_fig_07","datos de figura",5,3
"Del Río Grande","07_Ambiental","ambiental.xlsx","_mapa07_perdida_cobertura","datos de figura",5,3
"Del Río Grande","08_Educacion","educacion.xlsx","educacion","tabla",112,8
"Del Río Grande","08_Educacion","educacion.xlsx","_fig_01","datos de figura",5,3
"Del Río Grande","08_Educacion","educacion.xlsx","_fig_02","datos de figura",5,3
"Del Río Grande","08_Educacion","educacion.xlsx","_fig_03","datos de figura",5,3
"Del Río Grande","08_Educacion","educacion.xlsx","_mapa08_cobertura_neta","datos de figura",5,4
"Del Río Grande","09_Salud","salud.xlsx","bajo_peso","tabla",8,5
"Del Río Grande","09_Salud","salud.xlsx","enfermedades_tropicales","tabla",6,7
"Del Río Grande","09_Salud","salud.xlsx","suicidios","tabla",8,6
"Del Río Grande","09_Salud","salud.xlsx","aseguramiento_sgsss","tabla",6,10
"Del Río Grande","09_Salud","salud.xlsx","mortalidad_infantil","tabla",40,6
"Del Río Grande","09_Salud","salud.xlsx","_fig_01","datos de figura",5,4
"Del Río Grande","09_Salud","salud.xlsx","_fig_02","datos de figura",5,2
"Del Río Grande","09_Salud","salud.xlsx","_fig_03","datos de figura",5,4
"Del Río Grande","09_Salud","salud.xlsx","_fig_04","datos de figura",5,3
"Del Río Grande","09_Salud","salud.xlsx","_mapa09_mortalidad_infantil","datos de figura",5,4
"Del Río Grande","10_Seguridad","seguridad.xlsx","coca","tabla",1,7
"Del Río Grande","10_Seguridad","seguridad.xlsx","evoa","tabla",9,9
"Del Río Grande","10_Seguridad","seguridad.xlsx","delitos","tabla",8,7
"Del Río Grande","10_Seguridad","seguridad.xlsx","total_victimas","tabla",6,9
"Del Río Grande","10_Seguridad","seguridad.xlsx","proporcion_hechos","tabla",17,3
"Del Río Grande","10_Seguridad","seguridad.xlsx","srtdaf","tabla",8,7
"Del Río Grande","10_Seguridad","seguridad.xlsx","tasas","tabla",8,7
"Del Río Grande","10_Seguridad","seguridad.xlsx","P1A_barrio","tabla",8,7
"Del Río Grande","10_Seguridad","seguridad.xlsx","P2_cambio_barrio","tabla",8,7
"Del Río Grande","10_Seguridad","seguridad.xlsx","P4A_municipio","tabla",8,7
"Del Río Grande","10_Seguridad","seguridad.xlsx","P6_cambio_municipio","tabla",8,7
"Del Río Grande","10_Seguridad","seguridad.xlsx","irv","tabla",5,6
"Del Río Grande","10_Seguridad","seguridad.xlsx","desaparecidos","tabla",6,6
"Del Río Grande","10_Seguridad","seguridad.xlsx","_fig_01","datos de figura",16,4
"Del Río Grande","10_Seguridad","seguridad.xlsx","_fig_02","datos de figura",5,4
"Del Río Grande","10_Seguridad","seguridad.xlsx","_fig_03","datos de figura",5,3
"Del Río Grande","10_Seguridad","seguridad.xlsx","_fig_04","datos de figura",5,2
"Del Río Grande","10_Seguridad","seguridad.xlsx","_fig_05","datos de figura",16,3
"Del Río Grande","10_Seguridad","seguridad.xlsx","_mapa10_homicidios","datos de figura",5,3
"Del Río Grande","10_Seguridad","seguridad.xlsx","_mapa10_homicidios_dpto","datos de figura",88,3
"Turística y Agroecológica","01_Generalidades","distribucion_territorial.xlsx","distribucion_territorial","tabla",10,6
"Turística y Agroecológica","01_Generalidades","distribucion_territorial.xlsx","_fig_01","datos de figura",7,3
"Turística y Agroecológica","01_Generalidades","distribucion_territorial.xlsx","_mapa00_localizacion","datos de figura",7,4
"Turística y Agroecológica","01_Generalidades","distribucion_territorial.xlsx","_mapa01_area","datos de figura",7,3
"Turística y Agroecológica","02_Demografia","demografia.xlsx","poblacion","tabla",10,13
"Turística y Agroecológica","02_Demografia","demografia.xlsx","estructura_edad","tabla",8,33
"Turística y Agroecológica","02_Demografia","demografia.xlsx","natalidad_mortalidad","tabla",10,7
"Turística y Agroecológica","02_Demografia","demografia.xlsx","migracion","tabla",10,7
"Turística y Agroecológica","02_Demografia","demografia.xlsx","_fig_01","datos de figura",7,3
"Turística y Agroecológica","02_Demografia","demografia.xlsx","_fig_02","datos de figura",7,5
"Turística y Agroecológica","02_Demografia","demografia.xlsx","_fig_03","datos de figura",7,3
"Turística y Agroecológica","02_Demografia","demografia.xlsx","_fig_04","datos de figura",18,3
"Turística y Agroecológica","02_Demografia","demografia.xlsx","_fig_05","datos de figura",7,2
"Turística y Agroecológica","02_Demografia","demografia.xlsx","_mapa02_densidad","datos de figura",7,4
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","deficit_vivienda","tabla",10,6
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","servicios_publicos","tabla",10,16
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","vias_area","tabla",8,7
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","vias_habitantes","tabla",8,7
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","catastro","tabla",8,11
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","imca","tabla",9,16
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","gobierno_digital","tabla",9,16
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","tti_edsup","tabla",8,5
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","internet_2025","tabla",8,8
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","uso_suelo_rural","tabla",7,5
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_01","datos de figura",5,2
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_02","datos de figura",7,2
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_03","datos de figura",21,3
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_04","datos de figura",21,3
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_05","datos de figura",7,2
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_06","datos de figura",7,2
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_07","datos de figura",12,3
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_08","datos de figura",22,3
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_09","datos de figura",7,2
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_10","datos de figura",7,2
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_11","datos de figura",11,2
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_12","datos de figura",7,2
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_13","datos de figura",7,2
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_14","datos de figura",7,2
"Turística y Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_mapa03_deficit_vivienda","datos de figura",7,4
"Turística y Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","mdm","tabla",63,8
"Turística y Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","idf","tabla",7,9
"Turística y Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","ley617","tabla",77,9
"Turística y Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","icm","tabla",150,12
"Turística y Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","_fig_01","datos de figura",7,4
"Turística y Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","_fig_02","datos de figura",7,5
"Turística y Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","_fig_03","datos de figura",7,5
"Turística y Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","_fig_04","datos de figura",7,8
"Turística y Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","_fig_05","datos de figura",18,3
"Turística y Agroecológica","05_Economia","economia.xlsx","extranjeros_municipio","tabla",112,7
"Turística y Agroecológica","05_Economia","economia.xlsx","comparativo_pap_antioquia","tabla",12,5
"Turística y Agroecológica","05_Economia","economia.xlsx","ecv_pobreza","tabla",10,10
"Turística y Agroecológica","05_Economia","economia.xlsx","ecv_ipm","tabla",10,8
"Turística y Agroecológica","05_Economia","economia.xlsx","ecv_gini","tabla",10,16
"Turística y Agroecológica","05_Economia","economia.xlsx","ecv_ocupacion_informal","tabla",10,16
"Turística y Agroecológica","05_Economia","economia.xlsx","ecv_desocupacion_nini","tabla",10,10
"Turística y Agroecológica","05_Economia","economia.xlsx","turismo_instrumentos","tabla",7,8
"Turística y Agroecológica","05_Economia","economia.xlsx","dependencia_economica","tabla",10,5
"Turística y Agroecológica","05_Economia","economia.xlsx","densidad_empresarial","tabla",8,5
"Turística y Agroecológica","05_Economia","economia.xlsx","valor_agregado","tabla",80,15
"Turística y Agroecológica","05_Economia","economia.xlsx","va_actividades","tabla",80,17
"Turística y Agroecológica","05_Economia","economia.xlsx","energia_tecnologia","tabla",5,3
"Turística y Agroecológica","05_Economia","economia.xlsx","energia_centrales","tabla",1,11
"Turística y Agroecológica","05_Economia","economia.xlsx","energia_participacion","tabla",3,4
"Turística y Agroecológica","05_Economia","economia.xlsx","titulos_mineros","tabla",36,3
"Turística y Agroecológica","05_Economia","economia.xlsx","_fig_01","datos de figura",7,2
"Turística y Agroecológica","05_Economia","economia.xlsx","_fig_02","datos de figura",7,2
"Turística y Agroecológica","05_Economia","economia.xlsx","_fig_03","datos de figura",7,3
"Turística y Agroecológica","05_Economia","economia.xlsx","_fig_04","datos de figura",7,3
"Turística y Agroecológica","05_Economia","economia.xlsx","_fig_05","datos de figura",7,3
"Turística y Agroecológica","05_Economia","economia.xlsx","_fig_06","datos de figura",7,2
"Turística y Agroecológica","05_Economia","economia.xlsx","_fig_07","datos de figura",7,2
"Turística y Agroecológica","05_Economia","economia.xlsx","_fig_08","datos de figura",7,2
"Turística y Agroecológica","05_Economia","economia.xlsx","_fig_09","datos de figura",7,5
"Turística y Agroecológica","05_Economia","economia.xlsx","_fig_10","datos de figura",7,4
"Turística y Agroecológica","05_Economia","economia.xlsx","_fig_11","datos de figura",7,5
"Turística y Agroecológica","05_Economia","economia.xlsx","_fig_12","datos de figura",12,2
"Turística y Agroecológica","05_Economia","economia.xlsx","_fig_13","datos de figura",11,2
"Turística y Agroecológica","05_Economia","economia.xlsx","_fig_14","datos de figura",35,3
"Turística y Agroecológica","05_Economia","economia.xlsx","_fig_15","datos de figura",7,4
"Turística y Agroecológica","05_Economia","economia.xlsx","_mapa05_va_percapita","datos de figura",7,4
"Turística y Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","inventario_pecuario","tabla",70,12
"Turística y Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","participacion_municipal","tabla",49,7
"Turística y Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_especies","tabla",49,11
"Turística y Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","area_km2","tabla",8,5
"Turística y Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","principales_cultivos","tabla",49,6
"Turística y Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_agricola","tabla",56,12
"Turística y Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","rendimiento","tabla",56,8
"Turística y Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_01","datos de figura",7,4
"Turística y Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_02","datos de figura",28,3
"Turística y Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_03","datos de figura",14,4
"Turística y Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_04","datos de figura",7,6
"Turística y Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_05","datos de figura",7,5
"Turística y Agroecológica","07_Ambiental","ambiental.xlsx","detalle","tabla",9,8
"Turística y Agroecológica","07_Ambiental","ambiental.xlsx","irca","tabla",143,11
"Turística y Agroecológica","07_Ambiental","ambiental.xlsx","eventos_tipo","tabla",50,6
"Turística y Agroecológica","07_Ambiental","ambiental.xlsx","eventos_año","tabla",38,6
"Turística y Agroecológica","07_Ambiental","ambiental.xlsx","desastres_selectos","tabla",9,10
"Turística y Agroecológica","07_Ambiental","ambiental.xlsx","imrc","tabla",9,6
"Turística y Agroecológica","07_Ambiental","ambiental.xlsx","perdida_cobertura","tabla",10,5
"Turística y Agroecológica","07_Ambiental","ambiental.xlsx","_fig_01","datos de figura",6,3
"Turística y Agroecológica","07_Ambiental","ambiental.xlsx","_fig_02","datos de figura",7,4
"Turística y Agroecológica","07_Ambiental","ambiental.xlsx","_fig_03","datos de figura",18,3
"Turística y Agroecológica","07_Ambiental","ambiental.xlsx","_fig_04","datos de figura",7,2
"Turística y Agroecológica","07_Ambiental","ambiental.xlsx","_fig_05","datos de figura",11,2
"Turística y Agroecológica","07_Ambiental","ambiental.xlsx","_fig_06","datos de figura",6,2
"Turística y Agroecológica","07_Ambiental","ambiental.xlsx","_fig_07","datos de figura",7,3
"Turística y Agroecológica","07_Ambiental","ambiental.xlsx","_mapa07_perdida_cobertura","datos de figura",7,3
"Turística y Agroecológica","08_Educacion","educacion.xlsx","educacion","tabla",140,8
"Turística y Agroecológica","08_Educacion","educacion.xlsx","_fig_01","datos de figura",7,3
"Turística y Agroecológica","08_Educacion","educacion.xlsx","_fig_02","datos de figura",7,3
"Turística y Agroecológica","08_Educacion","educacion.xlsx","_fig_03","datos de figura",7,3
"Turística y Agroecológica","08_Educacion","educacion.xlsx","_mapa08_cobertura_neta","datos de figura",7,4
"Turística y Agroecológica","09_Salud","salud.xlsx","bajo_peso","tabla",10,5
"Turística y Agroecológica","09_Salud","salud.xlsx","enfermedades_tropicales","tabla",8,7
"Turística y Agroecológica","09_Salud","salud.xlsx","suicidios","tabla",10,6
"Turística y Agroecológica","09_Salud","salud.xlsx","aseguramiento_sgsss","tabla",8,10
"Turística y Agroecológica","09_Salud","salud.xlsx","mortalidad_infantil","tabla",50,6
"Turística y Agroecológica","09_Salud","salud.xlsx","_fig_01","datos de figura",7,4
"Turística y Agroecológica","09_Salud","salud.xlsx","_fig_02","datos de figura",7,2
"Turística y Agroecológica","09_Salud","salud.xlsx","_fig_03","datos de figura",7,4
"Turística y Agroecológica","09_Salud","salud.xlsx","_fig_04","datos de figura",7,3
"Turística y Agroecológica","09_Salud","salud.xlsx","_mapa09_mortalidad_infantil","datos de figura",7,4
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","coca","tabla",1,7
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","evoa","tabla",9,9
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","delitos","tabla",10,7
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","total_victimas","tabla",8,9
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","proporcion_hechos","tabla",17,3
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","srtdaf","tabla",10,7
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","tasas","tabla",10,7
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","P1A_barrio","tabla",8,7
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","P2_cambio_barrio","tabla",8,7
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","P4A_municipio","tabla",8,7
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","P6_cambio_municipio","tabla",8,7
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","irv","tabla",7,6
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","desaparecidos","tabla",8,6
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","_fig_01","datos de figura",16,4
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","_fig_02","datos de figura",7,4
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","_fig_03","datos de figura",7,3
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","_fig_04","datos de figura",7,2
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","_fig_05","datos de figura",16,3
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","_mapa10_homicidios","datos de figura",7,3
"Turística y Agroecológica","10_Seguridad","seguridad.xlsx","_mapa10_homicidios_dpto","datos de figura",88,3
"Agua, Bosques y Turismo","01_Generalidades","distribucion_territorial.xlsx","distribucion_territorial","tabla",15,6
"Agua, Bosques y Turismo","01_Generalidades","distribucion_territorial.xlsx","_fig_01","datos de figura",12,3
"Agua, Bosques y Turismo","01_Generalidades","distribucion_territorial.xlsx","_mapa00_localizacion","datos de figura",12,4
"Agua, Bosques y Turismo","01_Generalidades","distribucion_territorial.xlsx","_mapa01_area","datos de figura",12,3
"Agua, Bosques y Turismo","02_Demografia","demografia.xlsx","poblacion","tabla",15,13
"Agua, Bosques y Turismo","02_Demografia","demografia.xlsx","estructura_edad","tabla",13,33
"Agua, Bosques y Turismo","02_Demografia","demografia.xlsx","natalidad_mortalidad","tabla",15,7
"Agua, Bosques y Turismo","02_Demografia","demografia.xlsx","migracion","tabla",15,7
"Agua, Bosques y Turismo","02_Demografia","demografia.xlsx","_fig_01","datos de figura",12,3
"Agua, Bosques y Turismo","02_Demografia","demografia.xlsx","_fig_02","datos de figura",12,5
"Agua, Bosques y Turismo","02_Demografia","demografia.xlsx","_fig_03","datos de figura",12,3
"Agua, Bosques y Turismo","02_Demografia","demografia.xlsx","_fig_04","datos de figura",18,3
