"provincia","seccion","archivo","hoja","tipo","filas","columnas"
"De la Paz","04_Gobernabilidad","gobernabilidad.xlsx","idf","tabla",5,9
"De la Paz","04_Gobernabilidad","gobernabilidad.xlsx","ley617","tabla",55,9
"De la Paz","04_Gobernabilidad","gobernabilidad.xlsx","icm","tabla",120,12
"De la Paz","04_Gobernabilidad","gobernabilidad.xlsx","_fig_01","datos de figura",5,4
"De la Paz","04_Gobernabilidad","gobernabilidad.xlsx","_fig_02","datos de figura",5,5
"De la Paz","04_Gobernabilidad","gobernabilidad.xlsx","_fig_03","datos de figura",5,5
"De la Paz","04_Gobernabilidad","gobernabilidad.xlsx","_fig_04","datos de figura",5,8
"De la Paz","04_Gobernabilidad","gobernabilidad.xlsx","_fig_05","datos de figura",18,3
"De la Paz","05_Economia","economia.xlsx","extranjeros_municipio","tabla",88,7
"De la Paz","05_Economia","economia.xlsx","comparativo_pap_antioquia","tabla",12,5
"De la Paz","05_Economia","economia.xlsx","ecv_pobreza","tabla",8,10
"De la Paz","05_Economia","economia.xlsx","ecv_ipm","tabla",8,8
"De la Paz","05_Economia","economia.xlsx","ecv_gini","tabla",8,16
"De la Paz","05_Economia","economia.xlsx","ecv_ocupacion_informal","tabla",8,16
"De la Paz","05_Economia","economia.xlsx","ecv_desocupacion_nini","tabla",8,10
"De la Paz","05_Economia","economia.xlsx","turismo_instrumentos","tabla",5,8
"De la Paz","05_Economia","economia.xlsx","dependencia_economica","tabla",8,5
"De la Paz","05_Economia","economia.xlsx","densidad_empresarial","tabla",6,5
"De la Paz","05_Economia","economia.xlsx","valor_agregado","tabla",60,15
"De la Paz","05_Economia","economia.xlsx","va_actividades","tabla",60,17
"De la Paz","05_Economia","economia.xlsx","energia_tecnologia","tabla",5,3
"De la Paz","05_Economia","economia.xlsx","energia_centrales","tabla",4,11
"De la Paz","05_Economia","economia.xlsx","energia_participacion","tabla",3,4
"De la Paz","05_Economia","economia.xlsx","titulos_mineros","tabla",43,3
"De la Paz","05_Economia","economia.xlsx","_fig_01","datos de figura",5,2
"De la Paz","05_Economia","economia.xlsx","_fig_02","datos de figura",5,2
"De la Paz","05_Economia","economia.xlsx","_fig_03","datos de figura",5,3
"De la Paz","05_Economia","economia.xlsx","_fig_04","datos de figura",5,3
"De la Paz","05_Economia","economia.xlsx","_fig_05","datos de figura",5,3
"De la Paz","05_Economia","economia.xlsx","_fig_06","datos de figura",5,2
"De la Paz","05_Economia","economia.xlsx","_fig_07","datos de figura",5,2
"De la Paz","05_Economia","economia.xlsx","_fig_08","datos de figura",5,2
"De la Paz","05_Economia","economia.xlsx","_fig_09","datos de figura",5,5
"De la Paz","05_Economia","economia.xlsx","_fig_10","datos de figura",5,4
"De la Paz","05_Economia","economia.xlsx","_fig_11","datos de figura",5,5
"De la Paz","05_Economia","economia.xlsx","_fig_12","datos de figura",12,2
"De la Paz","05_Economia","economia.xlsx","_fig_13","datos de figura",11,2
"De la Paz","05_Economia","economia.xlsx","_fig_14","datos de figura",33,3
"De la Paz","05_Economia","economia.xlsx","_fig_15","datos de figura",7,4
"De la Paz","05_Economia","economia.xlsx","_mapa05_va_percapita","datos de figura",5,4
"De la Paz","06_Desarrollo_Rural","desarrollo_rural.xlsx","inventario_pecuario","tabla",56,12
"De la Paz","06_Desarrollo_Rural","desarrollo_rural.xlsx","participacion_municipal","tabla",35,7
"De la Paz","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_especies","tabla",35,11
"De la Paz","06_Desarrollo_Rural","desarrollo_rural.xlsx","area_km2","tabla",6,5
"De la Paz","06_Desarrollo_Rural","desarrollo_rural.xlsx","principales_cultivos","tabla",35,6
"De la Paz","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_agricola","tabla",42,12
"De la Paz","06_Desarrollo_Rural","desarrollo_rural.xlsx","rendimiento","tabla",42,8
"De la Paz","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_01","datos de figura",5,4
"De la Paz","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_02","datos de figura",20,3
"De la Paz","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_03","datos de figura",10,4
"De la Paz","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_04","datos de figura",5,6
"De la Paz","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_05","datos de figura",5,5
"De la Paz","07_Ambiental","ambiental.xlsx","detalle","tabla",22,8
"De la Paz","07_Ambiental","ambiental.xlsx","irca","tabla",108,11
"De la Paz","07_Ambiental","ambiental.xlsx","eventos_tipo","tabla",42,6
"De la Paz","07_Ambiental","ambiental.xlsx","eventos_año","tabla",30,6
"De la Paz","07_Ambiental","ambiental.xlsx","desastres_selectos","tabla",7,10
"De la Paz","07_Ambiental","ambiental.xlsx","imrc","tabla",7,6
"De la Paz","07_Ambiental","ambiental.xlsx","perdida_cobertura","tabla",8,5
"De la Paz","07_Ambiental","ambiental.xlsx","_fig_01","datos de figura",5,3
"De la Paz","07_Ambiental","ambiental.xlsx","_fig_02","datos de figura",5,4
"De la Paz","07_Ambiental","ambiental.xlsx","_fig_03","datos de figura",18,3
"De la Paz","07_Ambiental","ambiental.xlsx","_fig_04","datos de figura",5,2
"De la Paz","07_Ambiental","ambiental.xlsx","_fig_05","datos de figura",15,2
"De la Paz","07_Ambiental","ambiental.xlsx","_fig_06","datos de figura",6,2
"De la Paz","07_Ambiental","ambiental.xlsx","_fig_07","datos de figura",5,3
"De la Paz","07_Ambiental","ambiental.xlsx","_mapa07_perdida_cobertura","datos de figura",5,3
"De la Paz","08_Educacion","educacion.xlsx","educacion","tabla",112,8
"De la Paz","08_Educacion","educacion.xlsx","_fig_01","datos de figura",5,3
"De la Paz","08_Educacion","educacion.xlsx","_fig_02","datos de figura",5,3
"De la Paz","08_Educacion","educacion.xlsx","_fig_03","datos de figura",5,3
"De la Paz","08_Educacion","educacion.xlsx","_mapa08_cobertura_neta","datos de figura",5,4
"De la Paz","09_Salud","salud.xlsx","bajo_peso","tabla",8,5
"De la Paz","09_Salud","salud.xlsx","enfermedades_tropicales","tabla",6,7
"De la Paz","09_Salud","salud.xlsx","suicidios","tabla",8,6
"De la Paz","09_Salud","salud.xlsx","aseguramiento_sgsss","tabla",6,10
"De la Paz","09_Salud","salud.xlsx","mortalidad_infantil","tabla",40,6
"De la Paz","09_Salud","salud.xlsx","_fig_01","datos de figura",5,4
"De la Paz","09_Salud","salud.xlsx","_fig_02","datos de figura",5,2
"De la Paz","09_Salud","salud.xlsx","_fig_03","datos de figura",5,4
"De la Paz","09_Salud","salud.xlsx","_fig_04","datos de figura",5,3
"De la Paz","09_Salud","salud.xlsx","_mapa09_mortalidad_infantil","datos de figura",5,4
"De la Paz","10_Seguridad","seguridad.xlsx","coca","tabla",2,7
"De la Paz","10_Seguridad","seguridad.xlsx","evoa","tabla",14,9
"De la Paz","10_Seguridad","seguridad.xlsx","delitos","tabla",8,7
"De la Paz","10_Seguridad","seguridad.xlsx","total_victimas","tabla",6,9
"De la Paz","10_Seguridad","seguridad.xlsx","proporcion_hechos","tabla",17,3
"De la Paz","10_Seguridad","seguridad.xlsx","srtdaf","tabla",8,7
"De la Paz","10_Seguridad","seguridad.xlsx","tasas","tabla",8,7
"De la Paz","10_Seguridad","seguridad.xlsx","P1A_barrio","tabla",8,7
"De la Paz","10_Seguridad","seguridad.xlsx","P2_cambio_barrio","tabla",8,7
"De la Paz","10_Seguridad","seguridad.xlsx","P4A_municipio","tabla",8,7
"De la Paz","10_Seguridad","seguridad.xlsx","P6_cambio_municipio","tabla",8,7
"De la Paz","10_Seguridad","seguridad.xlsx","irv","tabla",5,6
"De la Paz","10_Seguridad","seguridad.xlsx","desaparecidos","tabla",6,6
"De la Paz","10_Seguridad","seguridad.xlsx","_fig_01","datos de figura",16,4
"De la Paz","10_Seguridad","seguridad.xlsx","_fig_02","datos de figura",5,4
"De la Paz","10_Seguridad","seguridad.xlsx","_fig_03","datos de figura",5,3
"De la Paz","10_Seguridad","seguridad.xlsx","_fig_04","datos de figura",5,2
"De la Paz","10_Seguridad","seguridad.xlsx","_fig_05","datos de figura",16,3
"De la Paz","10_Seguridad","seguridad.xlsx","_mapa10_homicidios","datos de figura",5,3
"De la Paz","10_Seguridad","seguridad.xlsx","_mapa10_homicidios_dpto","datos de figura",88,3
"San Juan","01_Generalidades","distribucion_territorial.xlsx","distribucion_territorial","tabla",9,6
"San Juan","01_Generalidades","distribucion_territorial.xlsx","_fig_01","datos de figura",6,3
"San Juan","01_Generalidades","distribucion_territorial.xlsx","_mapa00_localizacion","datos de figura",6,4
"San Juan","01_Generalidades","distribucion_territorial.xlsx","_mapa01_area","datos de figura",6,3
"San Juan","02_Demografia","demografia.xlsx","poblacion","tabla",9,13
"San Juan","02_Demografia","demografia.xlsx","estructura_edad","tabla",7,33
"San Juan","02_Demografia","demografia.xlsx","natalidad_mortalidad","tabla",9,7
"San Juan","02_Demografia","demografia.xlsx","migracion","tabla",9,7
"San Juan","02_Demografia","demografia.xlsx","_fig_01","datos de figura",6,3
"San Juan","02_Demografia","demografia.xlsx","_fig_02","datos de figura",6,5
"San Juan","02_Demografia","demografia.xlsx","_fig_03","datos de figura",6,3
"San Juan","02_Demografia","demografia.xlsx","_fig_04","datos de figura",18,3
"San Juan","02_Demografia","demografia.xlsx","_fig_05","datos de figura",6,2
"San Juan","02_Demografia","demografia.xlsx","_mapa02_densidad","datos de figura",6,4
"San Juan","03_Ordenamiento","ordenamiento.xlsx","deficit_vivienda","tabla",9,6
"San Juan","03_Ordenamiento","ordenamiento.xlsx","servicios_publicos","tabla",9,16
"San Juan","03_Ordenamiento","ordenamiento.xlsx","vias_area","tabla",7,7
"San Juan","03_Ordenamiento","ordenamiento.xlsx","vias_habitantes","tabla",7,7
"San Juan","03_Ordenamiento","ordenamiento.xlsx","catastro","tabla",7,11
"San Juan","03_Ordenamiento","ordenamiento.xlsx","imca","tabla",8,16
"San Juan","03_Ordenamiento","ordenamiento.xlsx","gobierno_digital","tabla",8,16
"San Juan","03_Ordenamiento","ordenamiento.xlsx","tti_edsup","tabla",7,5
"San Juan","03_Ordenamiento","ordenamiento.xlsx","internet_2025","tabla",7,8
"San Juan","03_Ordenamiento","ordenamiento.xlsx","uso_suelo_rural","tabla",6,5
"San Juan","03_Ordenamiento","ordenamiento.xlsx","_fig_01","datos de figura",4,2
"San Juan","03_Ordenamiento","ordenamiento.xlsx","_fig_02","datos de figura",6,2
"San Juan","03_Ordenamiento","ordenamiento.xlsx","_fig_03","datos de figura",18,3
"San Juan","03_Ordenamiento","ordenamiento.xlsx","_fig_04","datos de figura",18,3
"San Juan","03_Ordenamiento","ordenamiento.xlsx","_fig_05","datos de figura",6,2
"San Juan","03_Ordenamiento","ordenamiento.xlsx","_fig_06","datos de figura",6,2
"San Juan","03_Ordenamiento","ordenamiento.xlsx","_fig_07","datos de figura",12,3
"San Juan","03_Ordenamiento","ordenamiento.xlsx","_fig_08","datos de figura",22,3
"San Juan","03_Ordenamiento","ordenamiento.xlsx","_fig_09","datos de figura",6,2
"San Juan","03_Ordenamiento","ordenamiento.xlsx","_fig_10","datos de figura",6,2
"San Juan","03_Ordenamiento","ordenamiento.xlsx","_fig_11","datos de figura",10,2
"San Juan","03_Ordenamiento","ordenamiento.xlsx","_fig_12","datos de figura",6,2
"San Juan","03_Ordenamiento","ordenamiento.xlsx","_fig_13","datos de figura",6,2
"San Juan","03_Ordenamiento","ordenamiento.xlsx","_fig_14","datos de figura",6,2
"San Juan","03_Ordenamiento","ordenamiento.xlsx","_mapa03_deficit_vivienda","datos de figura",6,4
"San Juan","04_Gobernabilidad","gobernabilidad.xlsx","mdm","tabla",54,8
"San Juan","04_Gobernabilidad","gobernabilidad.xlsx","idf","tabla",6,9
"San Juan","04_Gobernabilidad","gobernabilidad.xlsx","ley617","tabla",66,9
"San Juan","04_Gobernabilidad","gobernabilidad.xlsx","icm","tabla",135,12
"San Juan","04_Gobernabilidad","gobernabilidad.xlsx","_fig_01","datos de figura",6,4
"San Juan","04_Gobernabilidad","gobernabilidad.xlsx","_fig_02","datos de figura",6,5
"San Juan","04_Gobernabilidad","gobernabilidad.xlsx","_fig_03","datos de figura",6,5
"San Juan","04_Gobernabilidad","gobernabilidad.xlsx","_fig_04","datos de figura",6,8
"San Juan","04_Gobernabilidad","gobernabilidad.xlsx","_fig_05","datos de figura",18,3
"San Juan","05_Economia","economia.xlsx","extranjeros_municipio","tabla",101,7
"San Juan","05_Economia","economia.xlsx","comparativo_pap_antioquia","tabla",12,5
"San Juan","05_Economia","economia.xlsx","ecv_pobreza","tabla",9,10
"San Juan","05_Economia","economia.xlsx","ecv_ipm","tabla",9,8
"San Juan","05_Economia","economia.xlsx","ecv_gini","tabla",9,16
"San Juan","05_Economia","economia.xlsx","ecv_ocupacion_informal","tabla",9,16
"San Juan","05_Economia","economia.xlsx","ecv_desocupacion_nini","tabla",9,10
"San Juan","05_Economia","economia.xlsx","turismo_instrumentos","tabla",6,8
"San Juan","05_Economia","economia.xlsx","dependencia_economica","tabla",9,5
"San Juan","05_Economia","economia.xlsx","densidad_empresarial","tabla",7,5
"San Juan","05_Economia","economia.xlsx","valor_agregado","tabla",70,15
"San Juan","05_Economia","economia.xlsx","va_actividades","tabla",70,17
"San Juan","05_Economia","economia.xlsx","energia_tecnologia","tabla",5,3
"San Juan","05_Economia","economia.xlsx","energia_centrales","tabla",4,11
"San Juan","05_Economia","economia.xlsx","energia_participacion","tabla",3,4
"San Juan","05_Economia","economia.xlsx","titulos_mineros","tabla",20,3
"San Juan","05_Economia","economia.xlsx","_fig_01","datos de figura",6,2
"San Juan","05_Economia","economia.xlsx","_fig_02","datos de figura",6,2
"San Juan","05_Economia","economia.xlsx","_fig_03","datos de figura",6,3
"San Juan","05_Economia","economia.xlsx","_fig_04","datos de figura",6,3
"San Juan","05_Economia","economia.xlsx","_fig_05","datos de figura",6,3
"San Juan","05_Economia","economia.xlsx","_fig_06","datos de figura",6,2
"San Juan","05_Economia","economia.xlsx","_fig_07","datos de figura",6,2
"San Juan","05_Economia","economia.xlsx","_fig_08","datos de figura",6,2
"San Juan","05_Economia","economia.xlsx","_fig_09","datos de figura",6,5
"San Juan","05_Economia","economia.xlsx","_fig_10","datos de figura",6,4
"San Juan","05_Economia","economia.xlsx","_fig_11","datos de figura",6,5
"San Juan","05_Economia","economia.xlsx","_fig_12","datos de figura",12,2
"San Juan","05_Economia","economia.xlsx","_fig_13","datos de figura",11,2
"San Juan","05_Economia","economia.xlsx","_fig_14","datos de figura",35,3
"San Juan","05_Economia","economia.xlsx","_fig_15","datos de figura",7,4
"San Juan","05_Economia","economia.xlsx","_mapa05_va_percapita","datos de figura",6,4
"San Juan","06_Desarrollo_Rural","desarrollo_rural.xlsx","inventario_pecuario","tabla",63,12
"San Juan","06_Desarrollo_Rural","desarrollo_rural.xlsx","participacion_municipal","tabla",42,7
"San Juan","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_especies","tabla",42,11
"San Juan","06_Desarrollo_Rural","desarrollo_rural.xlsx","area_km2","tabla",7,5
"San Juan","06_Desarrollo_Rural","desarrollo_rural.xlsx","principales_cultivos","tabla",42,6
"San Juan","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_agricola","tabla",49,12
"San Juan","06_Desarrollo_Rural","desarrollo_rural.xlsx","rendimiento","tabla",49,8
"San Juan","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_01","datos de figura",6,4
"San Juan","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_02","datos de figura",24,3
"San Juan","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_03","datos de figura",12,4
"San Juan","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_04","datos de figura",6,6
"San Juan","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_05","datos de figura",6,5
"San Juan","07_Ambiental","ambiental.xlsx","detalle","tabla",18,8
"San Juan","07_Ambiental","ambiental.xlsx","irca","tabla",126,11
"San Juan","07_Ambiental","ambiental.xlsx","eventos_tipo","tabla",53,6
"San Juan","07_Ambiental","ambiental.xlsx","eventos_año","tabla",35,6
"San Juan","07_Ambiental","ambiental.xlsx","desastres_selectos","tabla",8,10
"San Juan","07_Ambiental","ambiental.xlsx","imrc","tabla",8,6
"San Juan","07_Ambiental","ambiental.xlsx","perdida_cobertura","tabla",9,5
"San Juan","07_Ambiental","ambiental.xlsx","_fig_01","datos de figura",6,3
"San Juan","07_Ambiental","ambiental.xlsx","_fig_02","datos de figura",6,4
"San Juan","07_Ambiental","ambiental.xlsx","_fig_03","datos de figura",18,3
"San Juan","07_Ambiental","ambiental.xlsx","_fig_04","datos de figura",6,2
"San Juan","07_Ambiental","ambiental.xlsx","_fig_05","datos de figura",13,2
"San Juan","07_Ambiental","ambiental.xlsx","_fig_06","datos de figura",6,2
"San Juan","07_Ambiental","ambiental.xlsx","_fig_07","datos de figura",6,3
"San Juan","07_Ambiental","ambiental.xlsx","_mapa07_perdida_cobertura","datos de figura",6,3
"San Juan","08_Educacion","educacion.xlsx","educacion","tabla",126,8
"San Juan","08_Educacion","educacion.xlsx","_fig_01","datos de figura",6,3
"San Juan","08_Educacion","educacion.xlsx","_fig_02","datos de figura",6,3
"San Juan","08_Educacion","educacion.xlsx","_fig_03","datos de figura",6,3
"San Juan","08_Educacion","educacion.xlsx","_mapa08_cobertura_neta","datos de figura",6,4
"San Juan","09_Salud","salud.xlsx","bajo_peso","tabla",9,5
"San Juan","09_Salud","salud.xlsx","enfermedades_tropicales","tabla",7,7
"San Juan","09_Salud","salud.xlsx","suicidios","tabla",9,6
"San Juan","09_Salud","salud.xlsx","aseguramiento_sgsss","tabla",7,10
"San Juan","09_Salud","salud.xlsx","mortalidad_infantil","tabla",45,6
"San Juan","09_Salud","salud.xlsx","_fig_01","datos de figura",6,4
"San Juan","09_Salud","salud.xlsx","_fig_02","datos de figura",6,2
"San Juan","09_Salud","salud.xlsx","_fig_03","datos de figura",6,4
"San Juan","09_Salud","salud.xlsx","_fig_04","datos de figura",6,3
"San Juan","09_Salud","salud.xlsx","_mapa09_mortalidad_infantil","datos de figura",6,4
"San Juan","10_Seguridad","seguridad.xlsx","coca","tabla",1,7
"San Juan","10_Seguridad","seguridad.xlsx","evoa","tabla",8,9
"San Juan","10_Seguridad","seguridad.xlsx","delitos","tabla",9,7
"San Juan","10_Seguridad","seguridad.xlsx","total_victimas","tabla",7,9
"San Juan","10_Seguridad","seguridad.xlsx","proporcion_hechos","tabla",17,3
"San Juan","10_Seguridad","seguridad.xlsx","srtdaf","tabla",9,7
"San Juan","10_Seguridad","seguridad.xlsx","tasas","tabla",9,7
"San Juan","10_Seguridad","seguridad.xlsx","P1A_barrio","tabla",8,7
"San Juan","10_Seguridad","seguridad.xlsx","P2_cambio_barrio","tabla",8,7
"San Juan","10_Seguridad","seguridad.xlsx","P4A_municipio","tabla",8,7
"San Juan","10_Seguridad","seguridad.xlsx","P6_cambio_municipio","tabla",8,7
"San Juan","10_Seguridad","seguridad.xlsx","irv","tabla",6,6
"San Juan","10_Seguridad","seguridad.xlsx","desaparecidos","tabla",7,6
"San Juan","10_Seguridad","seguridad.xlsx","_fig_01","datos de figura",16,4
"San Juan","10_Seguridad","seguridad.xlsx","_fig_02","datos de figura",6,4
"San Juan","10_Seguridad","seguridad.xlsx","_fig_03","datos de figura",6,3
"San Juan","10_Seguridad","seguridad.xlsx","_fig_04","datos de figura",6,2
"San Juan","10_Seguridad","seguridad.xlsx","_fig_05","datos de figura",16,3
"San Juan","10_Seguridad","seguridad.xlsx","_mapa10_homicidios","datos de figura",6,3
"San Juan","10_Seguridad","seguridad.xlsx","_mapa10_homicidios_dpto","datos de figura",88,3
"Minero Agroecológica","01_Generalidades","distribucion_territorial.xlsx","distribucion_territorial","tabla",8,6
"Minero Agroecológica","01_Generalidades","distribucion_territorial.xlsx","_fig_01","datos de figura",5,3
"Minero Agroecológica","01_Generalidades","distribucion_territorial.xlsx","_mapa00_localizacion","datos de figura",5,4
"Minero Agroecológica","01_Generalidades","distribucion_territorial.xlsx","_mapa01_area","datos de figura",5,3
"Minero Agroecológica","02_Demografia","demografia.xlsx","poblacion","tabla",8,13
"Minero Agroecológica","02_Demografia","demografia.xlsx","estructura_edad","tabla",6,33
"Minero Agroecológica","02_Demografia","demografia.xlsx","natalidad_mortalidad","tabla",8,7
"Minero Agroecológica","02_Demografia","demografia.xlsx","migracion","tabla",8,7
"Minero Agroecológica","02_Demografia","demografia.xlsx","_fig_01","datos de figura",5,3
"Minero Agroecológica","02_Demografia","demografia.xlsx","_fig_02","datos de figura",5,5
"Minero Agroecológica","02_Demografia","demografia.xlsx","_fig_03","datos de figura",5,3
"Minero Agroecológica","02_Demografia","demografia.xlsx","_fig_04","datos de figura",18,3
"Minero Agroecológica","02_Demografia","demografia.xlsx","_fig_05","datos de figura",5,2
"Minero Agroecológica","02_Demografia","demografia.xlsx","_mapa02_densidad","datos de figura",5,4
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","deficit_vivienda","tabla",8,6
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","servicios_publicos","tabla",8,16
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","vias_area","tabla",6,7
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","vias_habitantes","tabla",6,7
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","catastro","tabla",6,11
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","imca","tabla",7,16
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","gobierno_digital","tabla",7,16
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","tti_edsup","tabla",6,5
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","internet_2025","tabla",6,8
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","uso_suelo_rural","tabla",5,5
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_01","datos de figura",2,2
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_02","datos de figura",5,2
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_03","datos de figura",15,3
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_04","datos de figura",15,3
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_05","datos de figura",5,2
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_06","datos de figura",5,2
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_07","datos de figura",12,3
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_08","datos de figura",22,3
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_09","datos de figura",5,2
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_10","datos de figura",5,2
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_11","datos de figura",10,2
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_12","datos de figura",5,2
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_13","datos de figura",5,2
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_fig_14","datos de figura",5,2
"Minero Agroecológica","03_Ordenamiento","ordenamiento.xlsx","_mapa03_deficit_vivienda","datos de figura",5,4
"Minero Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","mdm","tabla",45,8
"Minero Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","idf","tabla",5,9
"Minero Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","ley617","tabla",55,9
"Minero Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","icm","tabla",120,12
"Minero Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","_fig_01","datos de figura",5,4
"Minero Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","_fig_02","datos de figura",5,5
"Minero Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","_fig_03","datos de figura",4,5
"Minero Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","_fig_04","datos de figura",5,8
"Minero Agroecológica","04_Gobernabilidad","gobernabilidad.xlsx","_fig_05","datos de figura",18,3
"Minero Agroecológica","05_Economia","economia.xlsx","extranjeros_municipio","tabla",87,7
"Minero Agroecológica","05_Economia","economia.xlsx","comparativo_pap_antioquia","tabla",12,5
"Minero Agroecológica","05_Economia","economia.xlsx","ecv_pobreza","tabla",8,10
"Minero Agroecológica","05_Economia","economia.xlsx","ecv_ipm","tabla",8,8
"Minero Agroecológica","05_Economia","economia.xlsx","ecv_gini","tabla",8,16
"Minero Agroecológica","05_Economia","economia.xlsx","ecv_ocupacion_informal","tabla",8,16
"Minero Agroecológica","05_Economia","economia.xlsx","ecv_desocupacion_nini","tabla",8,10
"Minero Agroecológica","05_Economia","economia.xlsx","turismo_instrumentos","tabla",5,8
"Minero Agroecológica","05_Economia","economia.xlsx","dependencia_economica","tabla",8,5
"Minero Agroecológica","05_Economia","economia.xlsx","densidad_empresarial","tabla",6,5
"Minero Agroecológica","05_Economia","economia.xlsx","valor_agregado","tabla",60,15
"Minero Agroecológica","05_Economia","economia.xlsx","va_actividades","tabla",60,17
"Minero Agroecológica","05_Economia","economia.xlsx","energia_tecnologia","tabla",5,3
"Minero Agroecológica","05_Economia","economia.xlsx","energia_centrales","tabla",4,11
"Minero Agroecológica","05_Economia","economia.xlsx","energia_participacion","tabla",3,4
"Minero Agroecológica","05_Economia","economia.xlsx","titulos_mineros","tabla",48,3
"Minero Agroecológica","05_Economia","economia.xlsx","_fig_01","datos de figura",5,2
"Minero Agroecológica","05_Economia","economia.xlsx","_fig_02","datos de figura",5,2
"Minero Agroecológica","05_Economia","economia.xlsx","_fig_03","datos de figura",5,3
"Minero Agroecológica","05_Economia","economia.xlsx","_fig_04","datos de figura",5,3
"Minero Agroecológica","05_Economia","economia.xlsx","_fig_05","datos de figura",5,3
"Minero Agroecológica","05_Economia","economia.xlsx","_fig_06","datos de figura",5,2
"Minero Agroecológica","05_Economia","economia.xlsx","_fig_07","datos de figura",5,2
"Minero Agroecológica","05_Economia","economia.xlsx","_fig_08","datos de figura",5,2
"Minero Agroecológica","05_Economia","economia.xlsx","_fig_09","datos de figura",5,5
"Minero Agroecológica","05_Economia","economia.xlsx","_fig_10","datos de figura",5,4
"Minero Agroecológica","05_Economia","economia.xlsx","_fig_11","datos de figura",5,5
"Minero Agroecológica","05_Economia","economia.xlsx","_fig_12","datos de figura",12,2
"Minero Agroecológica","05_Economia","economia.xlsx","_fig_13","datos de figura",11,2
"Minero Agroecológica","05_Economia","economia.xlsx","_fig_14","datos de figura",33,3
"Minero Agroecológica","05_Economia","economia.xlsx","_fig_15","datos de figura",7,4
"Minero Agroecológica","05_Economia","economia.xlsx","_mapa05_va_percapita","datos de figura",5,4
"Minero Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","inventario_pecuario","tabla",56,12
"Minero Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","participacion_municipal","tabla",35,7
"Minero Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_especies","tabla",35,11
"Minero Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","area_km2","tabla",6,5
"Minero Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","principales_cultivos","tabla",35,6
"Minero Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_agricola","tabla",42,12
"Minero Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","rendimiento","tabla",42,8
