"provincia","seccion","hoja","n_esperados","n_presentes","n_faltantes","n_ajenos","faltantes","ajenos"
"Agroindustrial del Occidente","05_Economia","_mapa05_va_percapita",6,6,0,0,"",""
"Agroindustrial del Occidente","06_Desarrollo_Rural","inventario_pecuario",6,6,0,0,"",""
"Agroindustrial del Occidente","06_Desarrollo_Rural","participacion_municipal",6,6,0,0,"",""
"Agroindustrial del Occidente","06_Desarrollo_Rural","composicion_especies",6,6,0,0,"",""
"Agroindustrial del Occidente","06_Desarrollo_Rural","area_km2",6,6,0,0,"",""
"Agroindustrial del Occidente","06_Desarrollo_Rural","composicion_agricola",6,6,0,0,"",""
"Agroindustrial del Occidente","06_Desarrollo_Rural","rendimiento",6,6,0,0,"",""
"Agroindustrial del Occidente","07_Ambiental","detalle",6,5,1,0,"5842",""
"Agroindustrial del Occidente","07_Ambiental","irca",6,6,0,0,"",""
"Agroindustrial del Occidente","07_Ambiental","eventos_tipo",6,6,0,0,"",""
"Agroindustrial del Occidente","07_Ambiental","eventos_año",6,6,0,0,"",""
"Agroindustrial del Occidente","07_Ambiental","desastres_selectos",6,6,0,0,"",""
"Agroindustrial del Occidente","07_Ambiental","imrc",6,6,0,0,"",""
"Agroindustrial del Occidente","07_Ambiental","perdida_cobertura",6,6,0,0,"",""
"Agroindustrial del Occidente","07_Ambiental","_mapa07_perdida_cobertura",6,6,0,0,"",""
"Agroindustrial del Occidente","08_Educacion","educacion",6,6,0,0,"",""
"Agroindustrial del Occidente","08_Educacion","_mapa08_cobertura_neta",6,6,0,0,"",""
"Agroindustrial del Occidente","09_Salud","bajo_peso",6,6,0,0,"",""
"Agroindustrial del Occidente","09_Salud","enfermedades_tropicales",6,6,0,0,"",""
"Agroindustrial del Occidente","09_Salud","suicidios",6,6,0,0,"",""
"Agroindustrial del Occidente","09_Salud","aseguramiento_sgsss",6,6,0,0,"",""
"Agroindustrial del Occidente","09_Salud","mortalidad_infantil",6,6,0,0,"",""
"Agroindustrial del Occidente","09_Salud","_mapa09_mortalidad_infantil",6,6,0,0,"",""
"Agroindustrial del Occidente","10_Seguridad","coca",6,1,5,0,"5004 5138 5284 5543 5842",""
"Agroindustrial del Occidente","10_Seguridad","evoa",6,2,4,0,"5004 5138 5543 5842",""
"Agroindustrial del Occidente","10_Seguridad","delitos",6,6,0,0,"",""
"Agroindustrial del Occidente","10_Seguridad","total_victimas",6,6,0,0,"",""
"Agroindustrial del Occidente","10_Seguridad","srtdaf",6,6,0,0,"",""
"Agroindustrial del Occidente","10_Seguridad","tasas",6,6,0,0,"",""
"Agroindustrial del Occidente","10_Seguridad","irv",6,6,0,0,"",""
"Agroindustrial del Occidente","10_Seguridad","desaparecidos",6,6,0,0,"",""
"Agroindustrial del Occidente","10_Seguridad","_mapa10_homicidios",6,6,0,0,"",""
"Bioenergética del Norte de Antioquia","01_Generalidades","distribucion_territorial",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","01_Generalidades","_mapa01_area",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","02_Demografia","poblacion",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","02_Demografia","estructura_edad",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","02_Demografia","natalidad_mortalidad",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","02_Demografia","migracion",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","02_Demografia","_mapa02_densidad",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","03_Ordenamiento","deficit_vivienda",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","03_Ordenamiento","servicios_publicos",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","03_Ordenamiento","vias_area",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","03_Ordenamiento","vias_habitantes",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","03_Ordenamiento","catastro",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","03_Ordenamiento","imca",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","03_Ordenamiento","gobierno_digital",13,12,1,0,"5134",""
"Bioenergética del Norte de Antioquia","03_Ordenamiento","tti_edsup",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","03_Ordenamiento","internet_2025",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","03_Ordenamiento","uso_suelo_rural",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","03_Ordenamiento","_mapa03_deficit_vivienda",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","04_Gobernabilidad","mdm",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","04_Gobernabilidad","idf",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","04_Gobernabilidad","ley617",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","04_Gobernabilidad","icm",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","05_Economia","extranjeros_municipio",13,12,1,0,"5647",""
"Bioenergética del Norte de Antioquia","05_Economia","ecv_pobreza",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","05_Economia","ecv_ipm",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","05_Economia","ecv_gini",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","05_Economia","ecv_ocupacion_informal",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","05_Economia","ecv_desocupacion_nini",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","05_Economia","turismo_instrumentos",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","05_Economia","dependencia_economica",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","05_Economia","densidad_empresarial",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","05_Economia","valor_agregado",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","05_Economia","va_actividades",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","05_Economia","energia_centrales",13,6,7,0,"5038 5107 5134 5150 5315 5819 5854",""
"Bioenergética del Norte de Antioquia","05_Economia","_mapa05_va_percapita",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","06_Desarrollo_Rural","inventario_pecuario",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","06_Desarrollo_Rural","participacion_municipal",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","06_Desarrollo_Rural","composicion_especies",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","06_Desarrollo_Rural","area_km2",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","06_Desarrollo_Rural","composicion_agricola",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","06_Desarrollo_Rural","rendimiento",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","07_Ambiental","detalle",13,7,6,0,"5038 5134 5150 5310 5315 5819",""
"Bioenergética del Norte de Antioquia","07_Ambiental","irca",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","07_Ambiental","eventos_tipo",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","07_Ambiental","eventos_año",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","07_Ambiental","desastres_selectos",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","07_Ambiental","imrc",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","07_Ambiental","perdida_cobertura",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","07_Ambiental","_mapa07_perdida_cobertura",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","08_Educacion","educacion",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","08_Educacion","_mapa08_cobertura_neta",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","09_Salud","bajo_peso",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","09_Salud","enfermedades_tropicales",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","09_Salud","suicidios",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","09_Salud","aseguramiento_sgsss",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","09_Salud","mortalidad_infantil",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","09_Salud","_mapa09_mortalidad_infantil",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","10_Seguridad","coca",13,6,7,0,"5038 5150 5310 5315 5647 5658 5819",""
"Bioenergética del Norte de Antioquia","10_Seguridad","evoa",13,4,9,0,"5038 5107 5150 5310 5315 5647 5658 5819 5887",""
"Bioenergética del Norte de Antioquia","10_Seguridad","delitos",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","10_Seguridad","total_victimas",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","10_Seguridad","srtdaf",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","10_Seguridad","tasas",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","10_Seguridad","irv",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","10_Seguridad","desaparecidos",13,13,0,0,"",""
"Bioenergética del Norte de Antioquia","10_Seguridad","_mapa10_homicidios",13,13,0,0,"",""
"Del Río Grande","01_Generalidades","distribucion_territorial",5,5,0,0,"",""
"Del Río Grande","01_Generalidades","_mapa01_area",5,5,0,0,"",""
"Del Río Grande","02_Demografia","poblacion",5,5,0,0,"",""
"Del Río Grande","02_Demografia","estructura_edad",5,5,0,0,"",""
"Del Río Grande","02_Demografia","natalidad_mortalidad",5,5,0,0,"",""
"Del Río Grande","02_Demografia","migracion",5,5,0,0,"",""
"Del Río Grande","02_Demografia","_mapa02_densidad",5,5,0,0,"",""
"Del Río Grande","03_Ordenamiento","deficit_vivienda",5,5,0,0,"",""
"Del Río Grande","03_Ordenamiento","servicios_publicos",5,5,0,0,"",""
"Del Río Grande","03_Ordenamiento","vias_area",5,5,0,0,"",""
"Del Río Grande","03_Ordenamiento","vias_habitantes",5,5,0,0,"",""
"Del Río Grande","03_Ordenamiento","catastro",5,5,0,0,"",""
"Del Río Grande","03_Ordenamiento","imca",5,5,0,0,"",""
"Del Río Grande","03_Ordenamiento","gobierno_digital",5,5,0,0,"",""
"Del Río Grande","03_Ordenamiento","tti_edsup",5,5,0,0,"",""
"Del Río Grande","03_Ordenamiento","internet_2025",5,5,0,0,"",""
"Del Río Grande","03_Ordenamiento","uso_suelo_rural",5,5,0,0,"",""
"Del Río Grande","03_Ordenamiento","_mapa03_deficit_vivienda",5,5,0,0,"",""
"Del Río Grande","04_Gobernabilidad","mdm",5,5,0,0,"",""
"Del Río Grande","04_Gobernabilidad","idf",5,5,0,0,"",""
"Del Río Grande","04_Gobernabilidad","ley617",5,5,0,0,"",""
"Del Río Grande","04_Gobernabilidad","icm",5,5,0,0,"",""
"Del Río Grande","05_Economia","extranjeros_municipio",5,5,0,0,"",""
"Del Río Grande","05_Economia","ecv_pobreza",5,5,0,0,"",""
"Del Río Grande","05_Economia","ecv_ipm",5,5,0,0,"",""
"Del Río Grande","05_Economia","ecv_gini",5,5,0,0,"",""
"Del Río Grande","05_Economia","ecv_ocupacion_informal",5,5,0,0,"",""
"Del Río Grande","05_Economia","ecv_desocupacion_nini",5,5,0,0,"",""
"Del Río Grande","05_Economia","turismo_instrumentos",5,5,0,0,"",""
"Del Río Grande","05_Economia","dependencia_economica",5,5,0,0,"",""
"Del Río Grande","05_Economia","densidad_empresarial",5,5,0,0,"",""
"Del Río Grande","05_Economia","valor_agregado",5,5,0,0,"",""
"Del Río Grande","05_Economia","va_actividades",5,5,0,0,"",""
"Del Río Grande","05_Economia","energia_centrales",5,2,3,0,"5086 5264 5664",""
"Del Río Grande","05_Economia","_mapa05_va_percapita",5,5,0,0,"",""
"Del Río Grande","06_Desarrollo_Rural","inventario_pecuario",5,5,0,0,"",""
"Del Río Grande","06_Desarrollo_Rural","participacion_municipal",5,5,0,0,"",""
"Del Río Grande","06_Desarrollo_Rural","composicion_especies",5,5,0,0,"",""
"Del Río Grande","06_Desarrollo_Rural","area_km2",5,5,0,0,"",""
"Del Río Grande","06_Desarrollo_Rural","composicion_agricola",5,5,0,0,"",""
"Del Río Grande","06_Desarrollo_Rural","rendimiento",5,5,0,0,"",""
"Del Río Grande","07_Ambiental","detalle",5,4,1,0,"5237",""
"Del Río Grande","07_Ambiental","irca",5,5,0,0,"",""
"Del Río Grande","07_Ambiental","eventos_tipo",5,5,0,0,"",""
"Del Río Grande","07_Ambiental","eventos_año",5,5,0,0,"",""
"Del Río Grande","07_Ambiental","desastres_selectos",5,5,0,0,"",""
