"provincia","seccion","figura","hay_pdf","hoja_de_datos","hay_hoja_de_datos","kb"
"Turística y Agroecológica","05_Economia","fig_01_pobreza_nbi",TRUE,"_fig_01",TRUE,113
"Turística y Agroecológica","05_Economia","fig_02_pobreza_ipm",TRUE,"_fig_02",TRUE,116
"Turística y Agroecológica","05_Economia","fig_03_gini_hogar_laboral",TRUE,"_fig_03",TRUE,126
"Turística y Agroecológica","05_Economia","fig_04_ocupacion_informalidad",TRUE,"_fig_04",TRUE,132
"Turística y Agroecológica","05_Economia","fig_05_desocupacion_total_jovenes",TRUE,"_fig_05",TRUE,122
"Turística y Agroecológica","05_Economia","fig_06_jovenes_nini",TRUE,"_fig_06",TRUE,115
"Turística y Agroecológica","05_Economia","fig_07_dependencia_economica",TRUE,"_fig_07",TRUE,118
"Turística y Agroecológica","05_Economia","fig_08_densidad_empresarial",TRUE,"_fig_08",TRUE,108
"Turística y Agroecológica","05_Economia","fig_09_valor_agregado_per_capita",TRUE,"_fig_09",TRUE,103
"Turística y Agroecológica","05_Economia","fig_10_peso_relativo_valor_agregado",TRUE,"_fig_10",TRUE,99
"Turística y Agroecológica","05_Economia","fig_11_composicion_valor_agregado",TRUE,"_fig_11",TRUE,139
"Turística y Agroecológica","05_Economia","fig_12_valor_agregado_actividades",TRUE,"_fig_12",TRUE,165
"Turística y Agroecológica","05_Economia","fig_13_titulos_mineros",TRUE,"_fig_13",TRUE,123
"Turística y Agroecológica","05_Economia","fig_14_visitantes_extranjeros",TRUE,"_fig_14",TRUE,126
"Turística y Agroecológica","05_Economia","fig_15_participacion_visitantes",TRUE,"_fig_15",TRUE,110
"Turística y Agroecológica","05_Economia","mapa_05_va_percapita",TRUE,"_mapa05_va_percapita",TRUE,120
"Turística y Agroecológica","06_Desarrollo_Rural","fig_01_participacion_pecuaria",TRUE,"_fig_01",TRUE,99
"Turística y Agroecológica","06_Desarrollo_Rural","fig_02_composicion_especies",TRUE,"_fig_02",TRUE,126
"Turística y Agroecológica","06_Desarrollo_Rural","fig_03_composicion_agricola",TRUE,"_fig_03",TRUE,121
"Turística y Agroecológica","06_Desarrollo_Rural","fig_04_participacion_produccion",TRUE,"_fig_04",TRUE,109
"Turística y Agroecológica","06_Desarrollo_Rural","fig_05_rendimiento_agricola",TRUE,"_fig_05",TRUE,106
"Turística y Agroecológica","07_Ambiental","fig_01_areas_protegidas",TRUE,"_fig_01",TRUE,84
"Turística y Agroecológica","07_Ambiental","fig_02_irca",TRUE,"_fig_02",TRUE,102
"Turística y Agroecológica","07_Ambiental","fig_03_irca_evolucion",TRUE,"_fig_03",TRUE,116
"Turística y Agroecológica","07_Ambiental","fig_04_perdida_cobertura",TRUE,"_fig_04",TRUE,97
"Turística y Agroecológica","07_Ambiental","fig_05_desastres_tipo",TRUE,"_fig_05",TRUE,121
"Turística y Agroecológica","07_Ambiental","fig_06_eventos_anio",TRUE,"_fig_06",TRUE,101
"Turística y Agroecológica","07_Ambiental","fig_07_imrc",TRUE,"_fig_07",TRUE,127
"Turística y Agroecológica","07_Ambiental","mapa_07_perdida_cobertura",TRUE,"_mapa07_perdida_cobertura",TRUE,113
"Turística y Agroecológica","08_Educacion","fig_01_cobertura_neta",TRUE,"_fig_01",TRUE,132
"Turística y Agroecológica","08_Educacion","fig_02_desercion_escolar",TRUE,"_fig_02",TRUE,122
"Turística y Agroecológica","08_Educacion","fig_03_repitencia_escolar",TRUE,"_fig_03",TRUE,123
"Turística y Agroecológica","08_Educacion","mapa_08_cobertura_neta",TRUE,"_mapa08_cobertura_neta",TRUE,123
"Turística y Agroecológica","09_Salud","fig_01_aseguramiento_sgsss",TRUE,"_fig_01",TRUE,138
"Turística y Agroecológica","09_Salud","fig_02_bajo_peso",TRUE,"_fig_02",TRUE,124
"Turística y Agroecológica","09_Salud","fig_03_enfermedades_vectores",TRUE,"_fig_03",TRUE,124
"Turística y Agroecológica","09_Salud","fig_04_suicidios",TRUE,"_fig_04",TRUE,136
"Turística y Agroecológica","09_Salud","mapa_09_mortalidad_infantil",TRUE,"_mapa09_mortalidad_infantil",TRUE,117
"Turística y Agroecológica","10_Seguridad","fig_01_percepcion_seguridad",TRUE,"_fig_01",TRUE,153
"Turística y Agroecológica","10_Seguridad","fig_02_restitucion_tierras",TRUE,"_fig_02",TRUE,138
"Turística y Agroecológica","10_Seguridad","fig_03_personas_desaparecidas",TRUE,"_fig_03",TRUE,107
"Turística y Agroecológica","10_Seguridad","fig_04_victimas_ocurrencia",TRUE,"_fig_04",TRUE,118
"Turística y Agroecológica","10_Seguridad","fig_05_hechos_victimizantes",TRUE,"_fig_05",TRUE,208
"Turística y Agroecológica","10_Seguridad","mapa_10_homicidios_dpto",TRUE,"_mapa10_homicidios_dpto",TRUE,225
"Turística y Agroecológica","10_Seguridad","mapa_10_homicidios",TRUE,"_mapa10_homicidios",TRUE,113
"Agua, Bosques y Turismo","01_Generalidades","fig_01_distribucion_territorial",TRUE,"_fig_01",TRUE,120
"Agua, Bosques y Turismo","01_Generalidades","mapa_00_localizacion",TRUE,"_mapa00_localizacion",TRUE,209
"Agua, Bosques y Turismo","01_Generalidades","mapa_01_area",TRUE,"_mapa01_area",TRUE,193
"Agua, Bosques y Turismo","02_Demografia","fig_01_poblacion_municipio",TRUE,"_fig_01",TRUE,125
"Agua, Bosques y Turismo","02_Demografia","fig_02_composicion_urbana_rural",TRUE,"_fig_02",TRUE,159
"Agua, Bosques y Turismo","02_Demografia","fig_03_densidad_poblacional",TRUE,"_fig_03",TRUE,139
"Agua, Bosques y Turismo","02_Demografia","fig_04_piramide_poblacional",TRUE,"_fig_04",TRUE,134
"Agua, Bosques y Turismo","02_Demografia","fig_05_indice_envejecimiento",TRUE,"_fig_05",TRUE,145
"Agua, Bosques y Turismo","02_Demografia","mapa_02_densidad",TRUE,"_mapa02_densidad",TRUE,192
"Agua, Bosques y Turismo","03_Ordenamiento","fig_01_uso_suelo_rural",TRUE,"_fig_01",TRUE,110
"Agua, Bosques y Turismo","03_Ordenamiento","fig_02_catastro_avaluo_rural",TRUE,"_fig_02",TRUE,122
"Agua, Bosques y Turismo","03_Ordenamiento","fig_03_vias_area",TRUE,"_fig_03",TRUE,128
"Agua, Bosques y Turismo","03_Ordenamiento","fig_04_vias_habitantes",TRUE,"_fig_04",TRUE,134
"Agua, Bosques y Turismo","03_Ordenamiento","fig_05_deficit_cuantitativo",TRUE,"_fig_05",TRUE,151
"Agua, Bosques y Turismo","03_Ordenamiento","fig_06_deficit_cualitativo",TRUE,"_fig_06",TRUE,152
"Agua, Bosques y Turismo","03_Ordenamiento","fig_07_servicios_publicos",TRUE,"_fig_07",TRUE,136
"Agua, Bosques y Turismo","03_Ordenamiento","fig_08_imca_dimensiones",TRUE,"_fig_08",TRUE,180
"Agua, Bosques y Turismo","03_Ordenamiento","fig_09_imca_adopcion_tic",TRUE,"_fig_09",TRUE,130
"Agua, Bosques y Turismo","03_Ordenamiento","fig_10_gobierno_digital",TRUE,"_fig_10",TRUE,143
"Agua, Bosques y Turismo","03_Ordenamiento","fig_11_gobierno_digital_componentes",TRUE,"_fig_11",TRUE,162
"Agua, Bosques y Turismo","03_Ordenamiento","fig_12_tti_edsup",TRUE,"_fig_12",TRUE,143
"Agua, Bosques y Turismo","03_Ordenamiento","fig_13_internet_1000hab",TRUE,"_fig_13",TRUE,131
"Agua, Bosques y Turismo","03_Ordenamiento","fig_14_internet_fibra",TRUE,"_fig_14",TRUE,140
"Agua, Bosques y Turismo","03_Ordenamiento","mapa_03_deficit_vivienda",TRUE,"_mapa03_deficit_vivienda",TRUE,199
"Agua, Bosques y Turismo","04_Gobernabilidad","fig_01_mdm",TRUE,"_fig_01",TRUE,128
"Agua, Bosques y Turismo","04_Gobernabilidad","fig_02_idf",TRUE,"_fig_02",TRUE,138
"Agua, Bosques y Turismo","04_Gobernabilidad","fig_03_ley617",TRUE,"_fig_03",TRUE,147
"Agua, Bosques y Turismo","04_Gobernabilidad","fig_04_icm",TRUE,"_fig_04",TRUE,139
"Agua, Bosques y Turismo","04_Gobernabilidad","fig_05_icm_dimensiones",TRUE,"_fig_05",TRUE,178
"Agua, Bosques y Turismo","05_Economia","fig_01_pobreza_nbi",TRUE,"_fig_01",TRUE,155
"Agua, Bosques y Turismo","05_Economia","fig_02_pobreza_ipm",TRUE,"_fig_02",TRUE,152
"Agua, Bosques y Turismo","05_Economia","fig_03_gini_hogar_laboral",TRUE,"_fig_03",TRUE,170
"Agua, Bosques y Turismo","05_Economia","fig_04_ocupacion_informalidad",TRUE,"_fig_04",TRUE,167
"Agua, Bosques y Turismo","05_Economia","fig_05_desocupacion_total_jovenes",TRUE,"_fig_05",TRUE,170
"Agua, Bosques y Turismo","05_Economia","fig_06_jovenes_nini",TRUE,"_fig_06",TRUE,154
"Agua, Bosques y Turismo","05_Economia","fig_07_dependencia_economica",TRUE,"_fig_07",TRUE,149
"Agua, Bosques y Turismo","05_Economia","fig_08_densidad_empresarial",TRUE,"_fig_08",TRUE,138
"Agua, Bosques y Turismo","05_Economia","fig_09_valor_agregado_per_capita",TRUE,"_fig_09",TRUE,134
"Agua, Bosques y Turismo","05_Economia","fig_10_peso_relativo_valor_agregado",TRUE,"_fig_10",TRUE,130
"Agua, Bosques y Turismo","05_Economia","fig_11_composicion_valor_agregado",TRUE,"_fig_11",TRUE,188
"Agua, Bosques y Turismo","05_Economia","fig_12_valor_agregado_actividades",TRUE,"_fig_12",TRUE,173
"Agua, Bosques y Turismo","05_Economia","fig_13_titulos_mineros",TRUE,"_fig_13",TRUE,116
"Agua, Bosques y Turismo","05_Economia","fig_14_visitantes_extranjeros",TRUE,"_fig_14",TRUE,121
"Agua, Bosques y Turismo","05_Economia","fig_15_participacion_visitantes",TRUE,"_fig_15",TRUE,113
"Agua, Bosques y Turismo","05_Economia","mapa_05_va_percapita",TRUE,"_mapa05_va_percapita",TRUE,198
"Agua, Bosques y Turismo","06_Desarrollo_Rural","fig_01_participacion_pecuaria",TRUE,"_fig_01",TRUE,135
"Agua, Bosques y Turismo","06_Desarrollo_Rural","fig_02_composicion_especies",TRUE,"_fig_02",TRUE,171
"Agua, Bosques y Turismo","06_Desarrollo_Rural","fig_03_composicion_agricola",TRUE,"_fig_03",TRUE,159
"Agua, Bosques y Turismo","06_Desarrollo_Rural","fig_04_participacion_produccion",TRUE,"_fig_04",TRUE,142
"Agua, Bosques y Turismo","06_Desarrollo_Rural","fig_05_rendimiento_agricola",TRUE,"_fig_05",TRUE,135
"Agua, Bosques y Turismo","07_Ambiental","fig_01_areas_protegidas",TRUE,"_fig_01",TRUE,121
"Agua, Bosques y Turismo","07_Ambiental","fig_02_irca",TRUE,"_fig_02",TRUE,126
"Agua, Bosques y Turismo","07_Ambiental","fig_03_irca_evolucion",TRUE,"_fig_03",TRUE,121
"Agua, Bosques y Turismo","07_Ambiental","fig_04_perdida_cobertura",TRUE,"_fig_04",TRUE,131
"Agua, Bosques y Turismo","07_Ambiental","fig_05_desastres_tipo",TRUE,"_fig_05",TRUE,136
"Agua, Bosques y Turismo","07_Ambiental","fig_06_eventos_anio",TRUE,"_fig_06",TRUE,96
"Agua, Bosques y Turismo","07_Ambiental","fig_07_imrc",TRUE,"_fig_07",TRUE,162
"Agua, Bosques y Turismo","07_Ambiental","mapa_07_perdida_cobertura",TRUE,"_mapa07_perdida_cobertura",TRUE,197
"Agua, Bosques y Turismo","08_Educacion","fig_01_cobertura_neta",TRUE,"_fig_01",TRUE,166
"Agua, Bosques y Turismo","08_Educacion","fig_02_desercion_escolar",TRUE,"_fig_02",TRUE,156
"Agua, Bosques y Turismo","08_Educacion","fig_03_repitencia_escolar",TRUE,"_fig_03",TRUE,156
"Agua, Bosques y Turismo","08_Educacion","mapa_08_cobertura_neta",TRUE,"_mapa08_cobertura_neta",TRUE,199
"Agua, Bosques y Turismo","09_Salud","fig_01_aseguramiento_sgsss",TRUE,"_fig_01",TRUE,181
"Agua, Bosques y Turismo","09_Salud","fig_02_bajo_peso",TRUE,"_fig_02",TRUE,158
"Agua, Bosques y Turismo","09_Salud","fig_03_enfermedades_vectores",TRUE,"_fig_03",TRUE,154
"Agua, Bosques y Turismo","09_Salud","fig_04_suicidios",TRUE,"_fig_04",TRUE,179
"Agua, Bosques y Turismo","09_Salud","mapa_09_mortalidad_infantil",TRUE,"_mapa09_mortalidad_infantil",TRUE,195
"Agua, Bosques y Turismo","10_Seguridad","fig_01_percepcion_seguridad",TRUE,"_fig_01",TRUE,143
"Agua, Bosques y Turismo","10_Seguridad","fig_02_restitucion_tierras",TRUE,"_fig_02",TRUE,168
"Agua, Bosques y Turismo","10_Seguridad","fig_03_personas_desaparecidas",TRUE,"_fig_03",TRUE,141
"Agua, Bosques y Turismo","10_Seguridad","fig_04_victimas_ocurrencia",TRUE,"_fig_04",TRUE,149
"Agua, Bosques y Turismo","10_Seguridad","fig_05_hechos_victimizantes",TRUE,"_fig_05",TRUE,212
"Agua, Bosques y Turismo","10_Seguridad","mapa_10_homicidios_dpto",TRUE,"_mapa10_homicidios_dpto",TRUE,227
"Agua, Bosques y Turismo","10_Seguridad","mapa_10_homicidios",TRUE,"_mapa10_homicidios",TRUE,197
"Cartama","01_Generalidades","fig_01_distribucion_territorial",TRUE,"_fig_01",TRUE,104
"Cartama","01_Generalidades","mapa_00_localizacion",TRUE,"_mapa00_localizacion",TRUE,198
"Cartama","01_Generalidades","mapa_01_area",TRUE,"_mapa01_area",TRUE,181
"Cartama","02_Demografia","fig_01_poblacion_municipio",TRUE,"_fig_01",TRUE,109
"Cartama","02_Demografia","fig_02_composicion_urbana_rural",TRUE,"_fig_02",TRUE,144
"Cartama","02_Demografia","fig_03_densidad_poblacional",TRUE,"_fig_03",TRUE,123
"Cartama","02_Demografia","fig_04_piramide_poblacional",TRUE,"_fig_04",TRUE,134
"Cartama","02_Demografia","fig_05_indice_envejecimiento",TRUE,"_fig_05",TRUE,130
"Cartama","02_Demografia","mapa_02_densidad",TRUE,"_mapa02_densidad",TRUE,185
"Cartama","03_Ordenamiento","fig_01_uso_suelo_rural",TRUE,"_fig_01",TRUE,87
"Cartama","03_Ordenamiento","fig_02_catastro_avaluo_rural",TRUE,"_fig_02",TRUE,118
"Cartama","03_Ordenamiento","fig_03_vias_area",TRUE,"_fig_03",TRUE,116
"Cartama","03_Ordenamiento","fig_04_vias_habitantes",TRUE,"_fig_04",TRUE,119
"Cartama","03_Ordenamiento","fig_05_deficit_cuantitativo",TRUE,"_fig_05",TRUE,135
"Cartama","03_Ordenamiento","fig_06_deficit_cualitativo",TRUE,"_fig_06",TRUE,138
"Cartama","03_Ordenamiento","fig_07_servicios_publicos",TRUE,"_fig_07",TRUE,130
"Cartama","03_Ordenamiento","fig_08_imca_dimensiones",TRUE,"_fig_08",TRUE,171
"Cartama","03_Ordenamiento","fig_09_imca_adopcion_tic",TRUE,"_fig_09",TRUE,111
"Cartama","03_Ordenamiento","fig_10_gobierno_digital",TRUE,"_fig_10",TRUE,124
"Cartama","03_Ordenamiento","fig_11_gobierno_digital_componentes",TRUE,"_fig_11",TRUE,149
"Cartama","03_Ordenamiento","fig_12_tti_edsup",TRUE,"_fig_12",TRUE,125
"Cartama","03_Ordenamiento","fig_13_internet_1000hab",TRUE,"_fig_13",TRUE,118
"Cartama","03_Ordenamiento","fig_14_internet_fibra",TRUE,"_fig_14",TRUE,125
"Cartama","03_Ordenamiento","mapa_03_deficit_vivienda",TRUE,"_mapa03_deficit_vivienda",TRUE,181
"Cartama","04_Gobernabilidad","fig_01_mdm",TRUE,"_fig_01",TRUE,113
"Cartama","04_Gobernabilidad","fig_02_idf",TRUE,"_fig_02",TRUE,122
"Cartama","04_Gobernabilidad","fig_03_ley617",TRUE,"_fig_03",TRUE,134
"Cartama","04_Gobernabilidad","fig_04_icm",TRUE,"_fig_04",TRUE,124
"Cartama","04_Gobernabilidad","fig_05_icm_dimensiones",TRUE,"_fig_05",TRUE,176
"Cartama","05_Economia","fig_01_pobreza_nbi",TRUE,"_fig_01",TRUE,134
"Cartama","05_Economia","fig_02_pobreza_ipm",TRUE,"_fig_02",TRUE,136
"Cartama","05_Economia","fig_03_gini_hogar_laboral",TRUE,"_fig_03",TRUE,158
"Cartama","05_Economia","fig_04_ocupacion_informalidad",TRUE,"_fig_04",TRUE,158
"Cartama","05_Economia","fig_05_desocupacion_total_jovenes",TRUE,"_fig_05",TRUE,153
"Cartama","05_Economia","fig_06_jovenes_nini",TRUE,"_fig_06",TRUE,137
"Cartama","05_Economia","fig_07_dependencia_economica",TRUE,"_fig_07",TRUE,138
"Cartama","05_Economia","fig_08_densidad_empresarial",TRUE,"_fig_08",TRUE,124
"Cartama","05_Economia","fig_09_valor_agregado_per_capita",TRUE,"_fig_09",TRUE,119
"Cartama","05_Economia","fig_10_peso_relativo_valor_agregado",TRUE,"_fig_10",TRUE,118
"Cartama","05_Economia","fig_11_composicion_valor_agregado",TRUE,"_fig_11",TRUE,189
"Cartama","05_Economia","fig_12_valor_agregado_actividades",TRUE,"_fig_12",TRUE,167
"Cartama","05_Economia","fig_13_titulos_mineros",TRUE,"_fig_13",TRUE,115
"Cartama","05_Economia","fig_14_visitantes_extranjeros",TRUE,"_fig_14",TRUE,139
"Cartama","05_Economia","fig_15_participacion_visitantes",TRUE,"_fig_15",TRUE,110
"Cartama","05_Economia","mapa_05_va_percapita",TRUE,"_mapa05_va_percapita",TRUE,188
"Cartama","06_Desarrollo_Rural","fig_01_participacion_pecuaria",TRUE,"_fig_01",TRUE,121
"Cartama","06_Desarrollo_Rural","fig_02_composicion_especies",TRUE,"_fig_02",TRUE,157
"Cartama","06_Desarrollo_Rural","fig_03_composicion_agricola",TRUE,"_fig_03",TRUE,135
"Cartama","06_Desarrollo_Rural","fig_04_participacion_produccion",TRUE,"_fig_04",TRUE,125
"Cartama","06_Desarrollo_Rural","fig_05_rendimiento_agricola",TRUE,"_fig_05",TRUE,126
"Cartama","07_Ambiental","fig_01_areas_protegidas",TRUE,"_fig_01",TRUE,92
"Cartama","07_Ambiental","fig_02_irca",TRUE,"_fig_02",TRUE,118
"Cartama","07_Ambiental","fig_03_irca_evolucion",TRUE,"_fig_03",TRUE,109
"Cartama","07_Ambiental","fig_04_perdida_cobertura",TRUE,"_fig_04",TRUE,117
"Cartama","07_Ambiental","fig_05_desastres_tipo",TRUE,"_fig_05",TRUE,134
"Cartama","07_Ambiental","fig_06_eventos_anio",TRUE,"_fig_06",TRUE,93
"Cartama","07_Ambiental","fig_07_imrc",TRUE,"_fig_07",TRUE,153
"Cartama","07_Ambiental","mapa_07_perdida_cobertura",TRUE,"_mapa07_perdida_cobertura",TRUE,183
"Cartama","08_Educacion","fig_01_cobertura_neta",TRUE,"_fig_01",TRUE,155
"Cartama","08_Educacion","fig_02_desercion_escolar",TRUE,"_fig_02",TRUE,140
"Cartama","08_Educacion","fig_03_repitencia_escolar",TRUE,"_fig_03",TRUE,145
"Cartama","08_Educacion","mapa_08_cobertura_neta",TRUE,"_mapa08_cobertura_neta",TRUE,192
"Cartama","09_Salud","fig_01_aseguramiento_sgsss",TRUE,"_fig_01",TRUE,168
"Cartama","09_Salud","fig_02_bajo_peso",TRUE,"_fig_02",TRUE,145
"Cartama","09_Salud","fig_03_enfermedades_vectores",TRUE,"_fig_03",TRUE,141
"Cartama","09_Salud","fig_04_suicidios",TRUE,"_fig_04",TRUE,162
"Cartama","09_Salud","mapa_09_mortalidad_infantil",TRUE,"_mapa09_mortalidad_infantil",TRUE,186
"Cartama","10_Seguridad","fig_01_percepcion_seguridad",TRUE,"_fig_01",TRUE,146
"Cartama","10_Seguridad","fig_02_restitucion_tierras",TRUE,"_fig_02",TRUE,153
"Cartama","10_Seguridad","fig_03_personas_desaparecidas",TRUE,"_fig_03",TRUE,125
"Cartama","10_Seguridad","fig_04_victimas_ocurrencia",TRUE,"_fig_04",TRUE,135
"Cartama","10_Seguridad","fig_05_hechos_victimizantes",TRUE,"_fig_05",TRUE,212
"Cartama","10_Seguridad","mapa_10_homicidios_dpto",TRUE,"_mapa10_homicidios_dpto",TRUE,220
"Cartama","10_Seguridad","mapa_10_homicidios",TRUE,"_mapa10_homicidios",TRUE,179
"De la Paz","01_Generalidades","fig_01_distribucion_territorial",TRUE,"_fig_01",TRUE,71
"De la Paz","01_Generalidades","mapa_00_localizacion",TRUE,"_mapa00_localizacion",TRUE,182
"De la Paz","01_Generalidades","mapa_01_area",TRUE,"_mapa01_area",TRUE,137
"De la Paz","02_Demografia","fig_01_poblacion_municipio",TRUE,"_fig_01",TRUE,75
"De la Paz","02_Demografia","fig_02_composicion_urbana_rural",TRUE,"_fig_02",TRUE,96
"De la Paz","02_Demografia","fig_03_densidad_poblacional",TRUE,"_fig_03",TRUE,88
"De la Paz","02_Demografia","fig_04_piramide_poblacional",TRUE,"_fig_04",TRUE,134
"De la Paz","02_Demografia","fig_05_indice_envejecimiento",TRUE,"_fig_05",TRUE,98
"De la Paz","02_Demografia","mapa_02_densidad",TRUE,"_mapa02_densidad",TRUE,142
"De la Paz","03_Ordenamiento","fig_01_uso_suelo_rural",TRUE,"_fig_01",TRUE,83
"De la Paz","03_Ordenamiento","fig_02_catastro_avaluo_rural",TRUE,"_fig_02",TRUE,84
"De la Paz","03_Ordenamiento","fig_03_vias_area",TRUE,"_fig_03",TRUE,82
"De la Paz","03_Ordenamiento","fig_04_vias_habitantes",TRUE,"_fig_04",TRUE,87
"De la Paz","03_Ordenamiento","fig_05_deficit_cuantitativo",TRUE,"_fig_05",TRUE,97
"De la Paz","03_Ordenamiento","fig_06_deficit_cualitativo",TRUE,"_fig_06",TRUE,98
"De la Paz","03_Ordenamiento","fig_07_servicios_publicos",TRUE,"_fig_07",TRUE,131
"De la Paz","03_Ordenamiento","fig_08_imca_dimensiones",TRUE,"_fig_08",TRUE,174
"De la Paz","03_Ordenamiento","fig_09_imca_adopcion_tic",TRUE,"_fig_09",TRUE,82
"De la Paz","03_Ordenamiento","fig_10_gobierno_digital",TRUE,"_fig_10",TRUE,94
"De la Paz","03_Ordenamiento","fig_11_gobierno_digital_componentes",TRUE,"_fig_11",TRUE,138
"De la Paz","03_Ordenamiento","fig_12_tti_edsup",TRUE,"_fig_12",TRUE,89
"De la Paz","03_Ordenamiento","fig_13_internet_1000hab",TRUE,"_fig_13",TRUE,84
"De la Paz","03_Ordenamiento","fig_14_internet_fibra",TRUE,"_fig_14",TRUE,89
"De la Paz","03_Ordenamiento","mapa_03_deficit_vivienda",TRUE,"_mapa03_deficit_vivienda",TRUE,150
"De la Paz","04_Gobernabilidad","fig_01_mdm",TRUE,"_fig_01",TRUE,80
"De la Paz","04_Gobernabilidad","fig_02_idf",TRUE,"_fig_02",TRUE,89
"De la Paz","04_Gobernabilidad","fig_03_ley617",TRUE,"_fig_03",TRUE,93
"De la Paz","04_Gobernabilidad","fig_04_icm",TRUE,"_fig_04",TRUE,93
"De la Paz","04_Gobernabilidad","fig_05_icm_dimensiones",TRUE,"_fig_05",TRUE,176
"De la Paz","05_Economia","fig_01_pobreza_nbi",TRUE,"_fig_01",TRUE,98
"De la Paz","05_Economia","fig_02_pobreza_ipm",TRUE,"_fig_02",TRUE,101
"De la Paz","05_Economia","fig_03_gini_hogar_laboral",TRUE,"_fig_03",TRUE,112
"De la Paz","05_Economia","fig_04_ocupacion_informalidad",TRUE,"_fig_04",TRUE,111
"De la Paz","05_Economia","fig_05_desocupacion_total_jovenes",TRUE,"_fig_05",TRUE,103
"De la Paz","05_Economia","fig_06_jovenes_nini",TRUE,"_fig_06",TRUE,100
"De la Paz","05_Economia","fig_07_dependencia_economica",TRUE,"_fig_07",TRUE,104
"De la Paz","05_Economia","fig_08_densidad_empresarial",TRUE,"_fig_08",TRUE,89
"De la Paz","05_Economia","fig_09_valor_agregado_per_capita",TRUE,"_fig_09",TRUE,89
"De la Paz","05_Economia","fig_10_peso_relativo_valor_agregado",TRUE,"_fig_10",TRUE,83
"De la Paz","05_Economia","fig_11_composicion_valor_agregado",TRUE,"_fig_11",TRUE,127
"De la Paz","05_Economia","fig_12_valor_agregado_actividades",TRUE,"_fig_12",TRUE,165
"De la Paz","05_Economia","fig_13_titulos_mineros",TRUE,"_fig_13",TRUE,115
"De la Paz","05_Economia","fig_14_visitantes_extranjeros",TRUE,"_fig_14",TRUE,112
"De la Paz","05_Economia","fig_15_participacion_visitantes",TRUE,"_fig_15",TRUE,114
"De la Paz","05_Economia","mapa_05_va_percapita",TRUE,"_mapa05_va_percapita",TRUE,148
"De la Paz","06_Desarrollo_Rural","fig_01_participacion_pecuaria",TRUE,"_fig_01",TRUE,86
"De la Paz","06_Desarrollo_Rural","fig_02_composicion_especies",TRUE,"_fig_02",TRUE,105
"De la Paz","06_Desarrollo_Rural","fig_03_composicion_agricola",TRUE,"_fig_03",TRUE,101
"De la Paz","06_Desarrollo_Rural","fig_04_participacion_produccion",TRUE,"_fig_04",TRUE,91
"De la Paz","06_Desarrollo_Rural","fig_05_rendimiento_agricola",TRUE,"_fig_05",TRUE,96
"De la Paz","07_Ambiental","fig_01_areas_protegidas",TRUE,"_fig_01",TRUE,77
"De la Paz","07_Ambiental","fig_02_irca",TRUE,"_fig_02",TRUE,89
"De la Paz","07_Ambiental","fig_03_irca_evolucion",TRUE,"_fig_03",TRUE,117
"De la Paz","07_Ambiental","fig_04_perdida_cobertura",TRUE,"_fig_04",TRUE,81
"De la Paz","07_Ambiental","fig_05_desastres_tipo",TRUE,"_fig_05",TRUE,127
"De la Paz","07_Ambiental","fig_06_eventos_anio",TRUE,"_fig_06",TRUE,95
"De la Paz","07_Ambiental","fig_07_imrc",TRUE,"_fig_07",TRUE,103
"De la Paz","07_Ambiental","mapa_07_perdida_cobertura",TRUE,"_mapa07_perdida_cobertura",TRUE,145
"De la Paz","08_Educacion","fig_01_cobertura_neta",TRUE,"_fig_01",TRUE,115
"De la Paz","08_Educacion","fig_02_desercion_escolar",TRUE,"_fig_02",TRUE,105
"De la Paz","08_Educacion","fig_03_repitencia_escolar",TRUE,"_fig_03",TRUE,106
"De la Paz","08_Educacion","mapa_08_cobertura_neta",TRUE,"_mapa08_cobertura_neta",TRUE,152
"De la Paz","09_Salud","fig_01_aseguramiento_sgsss",TRUE,"_fig_01",TRUE,116
"De la Paz","09_Salud","fig_02_bajo_peso",TRUE,"_fig_02",TRUE,109
"De la Paz","09_Salud","fig_03_enfermedades_vectores",TRUE,"_fig_03",TRUE,104
"De la Paz","09_Salud","fig_04_suicidios",TRUE,"_fig_04",TRUE,122
"De la Paz","09_Salud","mapa_09_mortalidad_infantil",TRUE,"_mapa09_mortalidad_infantil",TRUE,151
"De la Paz","10_Seguridad","fig_01_percepcion_seguridad",TRUE,"_fig_01",TRUE,141
"De la Paz","10_Seguridad","fig_02_restitucion_tierras",TRUE,"_fig_02",TRUE,124
"De la Paz","10_Seguridad","fig_03_personas_desaparecidas",TRUE,"_fig_03",TRUE,95
"De la Paz","10_Seguridad","fig_04_victimas_ocurrencia",TRUE,"_fig_04",TRUE,100
"De la Paz","10_Seguridad","fig_05_hechos_victimizantes",TRUE,"_fig_05",TRUE,210
"De la Paz","10_Seguridad","mapa_10_homicidios_dpto",TRUE,"_mapa10_homicidios_dpto",TRUE,222
"De la Paz","10_Seguridad","mapa_10_homicidios",TRUE,"_mapa10_homicidios",TRUE,147
"San Juan","01_Generalidades","fig_01_distribucion_territorial",TRUE,"_fig_01",TRUE,78
"San Juan","01_Generalidades","mapa_00_localizacion",TRUE,"_mapa00_localizacion",TRUE,184
"San Juan","01_Generalidades","mapa_01_area",TRUE,"_mapa01_area",TRUE,124
"San Juan","02_Demografia","fig_01_poblacion_municipio",TRUE,"_fig_01",TRUE,82
