"provincia","seccion","figura","hay_pdf","hoja_de_datos","hay_hoja_de_datos","kb"
"San Juan","02_Demografia","fig_02_composicion_urbana_rural",TRUE,"_fig_02",TRUE,106
"San Juan","02_Demografia","fig_03_densidad_poblacional",TRUE,"_fig_03",TRUE,95
"San Juan","02_Demografia","fig_04_piramide_poblacional",TRUE,"_fig_04",TRUE,132
"San Juan","02_Demografia","fig_05_indice_envejecimiento",TRUE,"_fig_05",TRUE,103
"San Juan","02_Demografia","mapa_02_densidad",TRUE,"_mapa02_densidad",TRUE,132
"San Juan","03_Ordenamiento","fig_01_uso_suelo_rural",TRUE,"_fig_01",TRUE,83
"San Juan","03_Ordenamiento","fig_02_catastro_avaluo_rural",TRUE,"_fig_02",TRUE,88
"San Juan","03_Ordenamiento","fig_03_vias_area",TRUE,"_fig_03",TRUE,87
"San Juan","03_Ordenamiento","fig_04_vias_habitantes",TRUE,"_fig_04",TRUE,91
"San Juan","03_Ordenamiento","fig_05_deficit_cuantitativo",TRUE,"_fig_05",TRUE,101
"San Juan","03_Ordenamiento","fig_06_deficit_cualitativo",TRUE,"_fig_06",TRUE,107
"San Juan","03_Ordenamiento","fig_07_servicios_publicos",TRUE,"_fig_07",TRUE,132
"San Juan","03_Ordenamiento","fig_08_imca_dimensiones",TRUE,"_fig_08",TRUE,173
"San Juan","03_Ordenamiento","fig_09_imca_adopcion_tic",TRUE,"_fig_09",TRUE,86
"San Juan","03_Ordenamiento","fig_10_gobierno_digital",TRUE,"_fig_10",TRUE,99
"San Juan","03_Ordenamiento","fig_11_gobierno_digital_componentes",TRUE,"_fig_11",TRUE,150
"San Juan","03_Ordenamiento","fig_12_tti_edsup",TRUE,"_fig_12",TRUE,94
"San Juan","03_Ordenamiento","fig_13_internet_1000hab",TRUE,"_fig_13",TRUE,93
"San Juan","03_Ordenamiento","fig_14_internet_fibra",TRUE,"_fig_14",TRUE,96
"San Juan","03_Ordenamiento","mapa_03_deficit_vivienda",TRUE,"_mapa03_deficit_vivienda",TRUE,130
"San Juan","04_Gobernabilidad","fig_01_mdm",TRUE,"_fig_01",TRUE,88
"San Juan","04_Gobernabilidad","fig_02_idf",TRUE,"_fig_02",TRUE,95
"San Juan","04_Gobernabilidad","fig_03_ley617",TRUE,"_fig_03",TRUE,101
"San Juan","04_Gobernabilidad","fig_04_icm",TRUE,"_fig_04",TRUE,95
"San Juan","04_Gobernabilidad","fig_05_icm_dimensiones",TRUE,"_fig_05",TRUE,178
"San Juan","05_Economia","fig_01_pobreza_nbi",TRUE,"_fig_01",TRUE,107
"San Juan","05_Economia","fig_02_pobreza_ipm",TRUE,"_fig_02",TRUE,105
"San Juan","05_Economia","fig_03_gini_hogar_laboral",TRUE,"_fig_03",TRUE,117
"San Juan","05_Economia","fig_04_ocupacion_informalidad",TRUE,"_fig_04",TRUE,117
"San Juan","05_Economia","fig_05_desocupacion_total_jovenes",TRUE,"_fig_05",TRUE,113
"San Juan","05_Economia","fig_06_jovenes_nini",TRUE,"_fig_06",TRUE,106
"San Juan","05_Economia","fig_07_dependencia_economica",TRUE,"_fig_07",TRUE,106
"San Juan","05_Economia","fig_08_densidad_empresarial",TRUE,"_fig_08",TRUE,96
"San Juan","05_Economia","fig_09_valor_agregado_per_capita",TRUE,"_fig_09",TRUE,89
"San Juan","05_Economia","fig_10_peso_relativo_valor_agregado",TRUE,"_fig_10",TRUE,89
"San Juan","05_Economia","fig_11_composicion_valor_agregado",TRUE,"_fig_11",TRUE,137
"San Juan","05_Economia","fig_12_valor_agregado_actividades",TRUE,"_fig_12",TRUE,170
"San Juan","05_Economia","fig_13_titulos_mineros",TRUE,"_fig_13",TRUE,107
"San Juan","05_Economia","fig_14_visitantes_extranjeros",TRUE,"_fig_14",TRUE,131
"San Juan","05_Economia","fig_15_participacion_visitantes",TRUE,"_fig_15",TRUE,109
"San Juan","05_Economia","mapa_05_va_percapita",TRUE,"_mapa05_va_percapita",TRUE,134
"San Juan","06_Desarrollo_Rural","fig_01_participacion_pecuaria",TRUE,"_fig_01",TRUE,93
"San Juan","06_Desarrollo_Rural","fig_02_composicion_especies",TRUE,"_fig_02",TRUE,121
"San Juan","06_Desarrollo_Rural","fig_03_composicion_agricola",TRUE,"_fig_03",TRUE,104
"San Juan","06_Desarrollo_Rural","fig_04_participacion_produccion",TRUE,"_fig_04",TRUE,96
"San Juan","06_Desarrollo_Rural","fig_05_rendimiento_agricola",TRUE,"_fig_05",TRUE,93
"San Juan","07_Ambiental","fig_01_areas_protegidas",TRUE,"_fig_01",TRUE,79
"San Juan","07_Ambiental","fig_02_irca",TRUE,"_fig_02",TRUE,93
"San Juan","07_Ambiental","fig_03_irca_evolucion",TRUE,"_fig_03",TRUE,119
"San Juan","07_Ambiental","fig_04_perdida_cobertura",TRUE,"_fig_04",TRUE,86
"San Juan","07_Ambiental","fig_05_desastres_tipo",TRUE,"_fig_05",TRUE,131
"San Juan","07_Ambiental","fig_06_eventos_anio",TRUE,"_fig_06",TRUE,97
"San Juan","07_Ambiental","fig_07_imrc",TRUE,"_fig_07",TRUE,112
"San Juan","07_Ambiental","mapa_07_perdida_cobertura",TRUE,"_mapa07_perdida_cobertura",TRUE,133
"San Juan","08_Educacion","fig_01_cobertura_neta",TRUE,"_fig_01",TRUE,122
"San Juan","08_Educacion","fig_02_desercion_escolar",TRUE,"_fig_02",TRUE,111
"San Juan","08_Educacion","fig_03_repitencia_escolar",TRUE,"_fig_03",TRUE,115
"San Juan","08_Educacion","mapa_08_cobertura_neta",TRUE,"_mapa08_cobertura_neta",TRUE,143
"San Juan","09_Salud","fig_01_aseguramiento_sgsss",TRUE,"_fig_01",TRUE,124
"San Juan","09_Salud","fig_02_bajo_peso",TRUE,"_fig_02",TRUE,115
"San Juan","09_Salud","fig_03_enfermedades_vectores",TRUE,"_fig_03",TRUE,112
"San Juan","09_Salud","fig_04_suicidios",TRUE,"_fig_04",TRUE,125
"San Juan","09_Salud","mapa_09_mortalidad_infantil",TRUE,"_mapa09_mortalidad_infantil",TRUE,134
"San Juan","10_Seguridad","fig_01_percepcion_seguridad",TRUE,"_fig_01",TRUE,146
"San Juan","10_Seguridad","fig_02_restitucion_tierras",TRUE,"_fig_02",TRUE,124
"San Juan","10_Seguridad","fig_03_personas_desaparecidas",TRUE,"_fig_03",TRUE,101
"San Juan","10_Seguridad","fig_04_victimas_ocurrencia",TRUE,"_fig_04",TRUE,104
"San Juan","10_Seguridad","fig_05_hechos_victimizantes",TRUE,"_fig_05",TRUE,211
"San Juan","10_Seguridad","mapa_10_homicidios_dpto",TRUE,"_mapa10_homicidios_dpto",TRUE,221
"San Juan","10_Seguridad","mapa_10_homicidios",TRUE,"_mapa10_homicidios",TRUE,129
"Minero Agroecológica","01_Generalidades","fig_01_distribucion_territorial",TRUE,"_fig_01",TRUE,76
"Minero Agroecológica","01_Generalidades","mapa_00_localizacion",TRUE,"_mapa00_localizacion",TRUE,191
"Minero Agroecológica","01_Generalidades","mapa_01_area",TRUE,"_mapa01_area",TRUE,129
"Minero Agroecológica","02_Demografia","fig_01_poblacion_municipio",TRUE,"_fig_01",TRUE,79
"Minero Agroecológica","02_Demografia","fig_02_composicion_urbana_rural",TRUE,"_fig_02",TRUE,101
"Minero Agroecológica","02_Demografia","fig_03_densidad_poblacional",TRUE,"_fig_03",TRUE,93
"Minero Agroecológica","02_Demografia","fig_04_piramide_poblacional",TRUE,"_fig_04",TRUE,133
"Minero Agroecológica","02_Demografia","fig_05_indice_envejecimiento",TRUE,"_fig_05",TRUE,99
"Minero Agroecológica","02_Demografia","mapa_02_densidad",TRUE,"_mapa02_densidad",TRUE,133
"Minero Agroecológica","03_Ordenamiento","fig_01_uso_suelo_rural",TRUE,"_fig_01",TRUE,73
"Minero Agroecológica","03_Ordenamiento","fig_02_catastro_avaluo_rural",TRUE,"_fig_02",TRUE,85
"Minero Agroecológica","03_Ordenamiento","fig_03_vias_area",TRUE,"_fig_03",TRUE,88
"Minero Agroecológica","03_Ordenamiento","fig_04_vias_habitantes",TRUE,"_fig_04",TRUE,91
"Minero Agroecológica","03_Ordenamiento","fig_05_deficit_cuantitativo",TRUE,"_fig_05",TRUE,103
"Minero Agroecológica","03_Ordenamiento","fig_06_deficit_cualitativo",TRUE,"_fig_06",TRUE,101
"Minero Agroecológica","03_Ordenamiento","fig_07_servicios_publicos",TRUE,"_fig_07",TRUE,135
"Minero Agroecológica","03_Ordenamiento","fig_08_imca_dimensiones",TRUE,"_fig_08",TRUE,179
"Minero Agroecológica","03_Ordenamiento","fig_09_imca_adopcion_tic",TRUE,"_fig_09",TRUE,85
"Minero Agroecológica","03_Ordenamiento","fig_10_gobierno_digital",TRUE,"_fig_10",TRUE,97
"Minero Agroecológica","03_Ordenamiento","fig_11_gobierno_digital_componentes",TRUE,"_fig_11",TRUE,149
"Minero Agroecológica","03_Ordenamiento","fig_12_tti_edsup",TRUE,"_fig_12",TRUE,91
"Minero Agroecológica","03_Ordenamiento","fig_13_internet_1000hab",TRUE,"_fig_13",TRUE,91
"Minero Agroecológica","03_Ordenamiento","fig_14_internet_fibra",TRUE,"_fig_14",TRUE,91
"Minero Agroecológica","03_Ordenamiento","mapa_03_deficit_vivienda",TRUE,"_mapa03_deficit_vivienda",TRUE,139
"Minero Agroecológica","04_Gobernabilidad","fig_01_mdm",TRUE,"_fig_01",TRUE,83
"Minero Agroecológica","04_Gobernabilidad","fig_02_idf",TRUE,"_fig_02",TRUE,94
"Minero Agroecológica","04_Gobernabilidad","fig_03_ley617",TRUE,"_fig_03",TRUE,98
"Minero Agroecológica","04_Gobernabilidad","fig_04_icm",TRUE,"_fig_04",TRUE,99
"Minero Agroecológica","04_Gobernabilidad","fig_05_icm_dimensiones",TRUE,"_fig_05",TRUE,178
"Minero Agroecológica","05_Economia","fig_01_pobreza_nbi",TRUE,"_fig_01",TRUE,104
"Minero Agroecológica","05_Economia","fig_02_pobreza_ipm",TRUE,"_fig_02",TRUE,99
"Minero Agroecológica","05_Economia","fig_03_gini_hogar_laboral",TRUE,"_fig_03",TRUE,112
"Minero Agroecológica","05_Economia","fig_04_ocupacion_informalidad",TRUE,"_fig_04",TRUE,111
"Minero Agroecológica","05_Economia","fig_05_desocupacion_total_jovenes",TRUE,"_fig_05",TRUE,105
"Minero Agroecológica","05_Economia","fig_06_jovenes_nini",TRUE,"_fig_06",TRUE,100
"Minero Agroecológica","05_Economia","fig_07_dependencia_economica",TRUE,"_fig_07",TRUE,106
"Minero Agroecológica","05_Economia","fig_08_densidad_empresarial",TRUE,"_fig_08",TRUE,98
"Minero Agroecológica","05_Economia","fig_09_valor_agregado_per_capita",TRUE,"_fig_09",TRUE,94
"Minero Agroecológica","05_Economia","fig_10_peso_relativo_valor_agregado",TRUE,"_fig_10",TRUE,84
"Minero Agroecológica","05_Economia","fig_11_composicion_valor_agregado",TRUE,"_fig_11",TRUE,129
"Minero Agroecológica","05_Economia","fig_12_valor_agregado_actividades",TRUE,"_fig_12",TRUE,166
"Minero Agroecológica","05_Economia","fig_13_titulos_mineros",TRUE,"_fig_13",TRUE,128
"Minero Agroecológica","05_Economia","fig_14_visitantes_extranjeros",TRUE,"_fig_14",TRUE,123
"Minero Agroecológica","05_Economia","fig_15_participacion_visitantes",TRUE,"_fig_15",TRUE,108
"Minero Agroecológica","05_Economia","mapa_05_va_percapita",TRUE,"_mapa05_va_percapita",TRUE,140
"Minero Agroecológica","06_Desarrollo_Rural","fig_01_participacion_pecuaria",TRUE,"_fig_01",TRUE,90
"Minero Agroecológica","06_Desarrollo_Rural","fig_02_composicion_especies",TRUE,"_fig_02",TRUE,107
"Minero Agroecológica","06_Desarrollo_Rural","fig_03_composicion_agricola",TRUE,"_fig_03",TRUE,105
"Minero Agroecológica","06_Desarrollo_Rural","fig_04_participacion_produccion",TRUE,"_fig_04",TRUE,93
"Minero Agroecológica","06_Desarrollo_Rural","fig_05_rendimiento_agricola",TRUE,"_fig_05",TRUE,97
"Minero Agroecológica","07_Ambiental","fig_01_areas_protegidas",TRUE,"_fig_01",TRUE,53
"Minero Agroecológica","07_Ambiental","fig_02_irca",TRUE,"_fig_02",TRUE,90
"Minero Agroecológica","07_Ambiental","fig_03_irca_evolucion",TRUE,"_fig_03",TRUE,114
"Minero Agroecológica","07_Ambiental","fig_04_perdida_cobertura",TRUE,"_fig_04",TRUE,90
"Minero Agroecológica","07_Ambiental","fig_05_desastres_tipo",TRUE,"_fig_05",TRUE,131
"Minero Agroecológica","07_Ambiental","fig_06_eventos_anio",TRUE,"_fig_06",TRUE,103
"Minero Agroecológica","07_Ambiental","fig_07_imrc",TRUE,"_fig_07",TRUE,110
"Minero Agroecológica","07_Ambiental","mapa_07_perdida_cobertura",TRUE,"_mapa07_perdida_cobertura",TRUE,141
"Minero Agroecológica","08_Educacion","fig_01_cobertura_neta",TRUE,"_fig_01",TRUE,117
"Minero Agroecológica","08_Educacion","fig_02_desercion_escolar",TRUE,"_fig_02",TRUE,106
"Minero Agroecológica","08_Educacion","fig_03_repitencia_escolar",TRUE,"_fig_03",TRUE,108
"Minero Agroecológica","08_Educacion","mapa_08_cobertura_neta",TRUE,"_mapa08_cobertura_neta",TRUE,148
"Minero Agroecológica","09_Salud","fig_01_aseguramiento_sgsss",TRUE,"_fig_01",TRUE,120
"Minero Agroecológica","09_Salud","fig_02_bajo_peso",TRUE,"_fig_02",TRUE,113
"Minero Agroecológica","09_Salud","fig_03_enfermedades_vectores",TRUE,"_fig_03",TRUE,115
"Minero Agroecológica","09_Salud","fig_04_suicidios",TRUE,"_fig_04",TRUE,122
"Minero Agroecológica","09_Salud","mapa_09_mortalidad_infantil",TRUE,"_mapa09_mortalidad_infantil",TRUE,144
"Minero Agroecológica","10_Seguridad","fig_01_percepcion_seguridad",TRUE,"_fig_01",TRUE,148
"Minero Agroecológica","10_Seguridad","fig_02_restitucion_tierras",TRUE,"_fig_02",TRUE,128
"Minero Agroecológica","10_Seguridad","fig_03_personas_desaparecidas",TRUE,"_fig_03",TRUE,93
"Minero Agroecológica","10_Seguridad","fig_04_victimas_ocurrencia",TRUE,"_fig_04",TRUE,102
"Minero Agroecológica","10_Seguridad","fig_05_hechos_victimizantes",TRUE,"_fig_05",TRUE,212
"Minero Agroecológica","10_Seguridad","mapa_10_homicidios_dpto",TRUE,"_mapa10_homicidios_dpto",TRUE,227
"Minero Agroecológica","10_Seguridad","mapa_10_homicidios",TRUE,"_mapa10_homicidios",TRUE,131
"Penderisco y Sinifana","01_Generalidades","fig_01_distribucion_territorial",TRUE,"_fig_01",TRUE,88
"Penderisco y Sinifana","01_Generalidades","mapa_00_localizacion",TRUE,"_mapa00_localizacion",TRUE,192
"Penderisco y Sinifana","01_Generalidades","mapa_01_area",TRUE,"_mapa01_area",TRUE,150
"Penderisco y Sinifana","02_Demografia","fig_01_poblacion_municipio",TRUE,"_fig_01",TRUE,97
"Penderisco y Sinifana","02_Demografia","fig_02_composicion_urbana_rural",TRUE,"_fig_02",TRUE,122
"Penderisco y Sinifana","02_Demografia","fig_03_densidad_poblacional",TRUE,"_fig_03",TRUE,110
"Penderisco y Sinifana","02_Demografia","fig_04_piramide_poblacional",TRUE,"_fig_04",TRUE,132
"Penderisco y Sinifana","02_Demografia","fig_05_indice_envejecimiento",TRUE,"_fig_05",TRUE,114
"Penderisco y Sinifana","02_Demografia","mapa_02_densidad",TRUE,"_mapa02_densidad",TRUE,149
"Penderisco y Sinifana","03_Ordenamiento","fig_01_uso_suelo_rural",TRUE,"_fig_01",TRUE,98
"Penderisco y Sinifana","03_Ordenamiento","fig_02_catastro_avaluo_rural",TRUE,"_fig_02",TRUE,102
"Penderisco y Sinifana","03_Ordenamiento","fig_03_vias_area",TRUE,"_fig_03",TRUE,103
"Penderisco y Sinifana","03_Ordenamiento","fig_04_vias_habitantes",TRUE,"_fig_04",TRUE,106
"Penderisco y Sinifana","03_Ordenamiento","fig_05_deficit_cuantitativo",TRUE,"_fig_05",TRUE,116
"Penderisco y Sinifana","03_Ordenamiento","fig_06_deficit_cualitativo",TRUE,"_fig_06",TRUE,119
"Penderisco y Sinifana","03_Ordenamiento","fig_07_servicios_publicos",TRUE,"_fig_07",TRUE,132
"Penderisco y Sinifana","03_Ordenamiento","fig_08_imca_dimensiones",TRUE,"_fig_08",TRUE,175
"Penderisco y Sinifana","03_Ordenamiento","fig_09_imca_adopcion_tic",TRUE,"_fig_09",TRUE,101
"Penderisco y Sinifana","03_Ordenamiento","fig_10_gobierno_digital",TRUE,"_fig_10",TRUE,117
"Penderisco y Sinifana","03_Ordenamiento","fig_11_gobierno_digital_componentes",TRUE,"_fig_11",TRUE,159
"Penderisco y Sinifana","03_Ordenamiento","fig_12_tti_edsup",TRUE,"_fig_12",TRUE,111
"Penderisco y Sinifana","03_Ordenamiento","fig_13_internet_1000hab",TRUE,"_fig_13",TRUE,107
"Penderisco y Sinifana","03_Ordenamiento","fig_14_internet_fibra",TRUE,"_fig_14",TRUE,107
"Penderisco y Sinifana","03_Ordenamiento","mapa_03_deficit_vivienda",TRUE,"_mapa03_deficit_vivienda",TRUE,158
"Penderisco y Sinifana","04_Gobernabilidad","fig_01_mdm",TRUE,"_fig_01",TRUE,102
"Penderisco y Sinifana","04_Gobernabilidad","fig_02_idf",TRUE,"_fig_02",TRUE,107
"Penderisco y Sinifana","04_Gobernabilidad","fig_03_ley617",TRUE,"_fig_03",TRUE,118
"Penderisco y Sinifana","04_Gobernabilidad","fig_04_icm",TRUE,"_fig_04",TRUE,111
"Penderisco y Sinifana","04_Gobernabilidad","fig_05_icm_dimensiones",TRUE,"_fig_05",TRUE,177
"Penderisco y Sinifana","05_Economia","fig_01_pobreza_nbi",TRUE,"_fig_01",TRUE,117
"Penderisco y Sinifana","05_Economia","fig_02_pobreza_ipm",TRUE,"_fig_02",TRUE,119
"Penderisco y Sinifana","05_Economia","fig_03_gini_hogar_laboral",TRUE,"_fig_03",TRUE,132
"Penderisco y Sinifana","05_Economia","fig_04_ocupacion_informalidad",TRUE,"_fig_04",TRUE,135
"Penderisco y Sinifana","05_Economia","fig_05_desocupacion_total_jovenes",TRUE,"_fig_05",TRUE,129
"Penderisco y Sinifana","05_Economia","fig_06_jovenes_nini",TRUE,"_fig_06",TRUE,121
"Penderisco y Sinifana","05_Economia","fig_07_dependencia_economica",TRUE,"_fig_07",TRUE,122
"Penderisco y Sinifana","05_Economia","fig_08_densidad_empresarial",TRUE,"_fig_08",TRUE,111
"Penderisco y Sinifana","05_Economia","fig_09_valor_agregado_per_capita",TRUE,"_fig_09",TRUE,104
"Penderisco y Sinifana","05_Economia","fig_10_peso_relativo_valor_agregado",TRUE,"_fig_10",TRUE,100
"Penderisco y Sinifana","05_Economia","fig_11_composicion_valor_agregado",TRUE,"_fig_11",TRUE,153
"Penderisco y Sinifana","05_Economia","fig_12_valor_agregado_actividades",TRUE,"_fig_12",TRUE,167
"Penderisco y Sinifana","05_Economia","fig_13_titulos_mineros",TRUE,"_fig_13",TRUE,121
"Penderisco y Sinifana","05_Economia","fig_14_visitantes_extranjeros",TRUE,"_fig_14",TRUE,142
"Penderisco y Sinifana","05_Economia","fig_15_participacion_visitantes",TRUE,"_fig_15",TRUE,117
"Penderisco y Sinifana","05_Economia","mapa_05_va_percapita",TRUE,"_mapa05_va_percapita",TRUE,161
"Penderisco y Sinifana","06_Desarrollo_Rural","fig_01_participacion_pecuaria",TRUE,"_fig_01",TRUE,106
"Penderisco y Sinifana","06_Desarrollo_Rural","fig_02_composicion_especies",TRUE,"_fig_02",TRUE,140
"Penderisco y Sinifana","06_Desarrollo_Rural","fig_03_composicion_agricola",TRUE,"_fig_03",TRUE,121
"Penderisco y Sinifana","06_Desarrollo_Rural","fig_04_participacion_produccion",TRUE,"_fig_04",TRUE,112
"Penderisco y Sinifana","06_Desarrollo_Rural","fig_05_rendimiento_agricola",TRUE,"_fig_05",TRUE,108
"Penderisco y Sinifana","07_Ambiental","fig_01_areas_protegidas",TRUE,"_fig_01",TRUE,89
"Penderisco y Sinifana","07_Ambiental","fig_02_irca",TRUE,"_fig_02",TRUE,107
"Penderisco y Sinifana","07_Ambiental","fig_03_irca_evolucion",TRUE,"_fig_03",TRUE,123
"Penderisco y Sinifana","07_Ambiental","fig_04_perdida_cobertura",TRUE,"_fig_04",TRUE,101
"Penderisco y Sinifana","07_Ambiental","fig_05_desastres_tipo",TRUE,"_fig_05",TRUE,136
"Penderisco y Sinifana","07_Ambiental","fig_06_eventos_anio",TRUE,"_fig_06",TRUE,96
"Penderisco y Sinifana","07_Ambiental","fig_07_imrc",TRUE,"_fig_07",TRUE,126
"Penderisco y Sinifana","07_Ambiental","mapa_07_perdida_cobertura",TRUE,"_mapa07_perdida_cobertura",TRUE,149
"Penderisco y Sinifana","08_Educacion","fig_01_cobertura_neta",TRUE,"_fig_01",TRUE,136
"Penderisco y Sinifana","08_Educacion","fig_02_desercion_escolar",TRUE,"_fig_02",TRUE,125
"Penderisco y Sinifana","08_Educacion","fig_03_repitencia_escolar",TRUE,"_fig_03",TRUE,124
"Penderisco y Sinifana","08_Educacion","mapa_08_cobertura_neta",TRUE,"_mapa08_cobertura_neta",TRUE,167
"Penderisco y Sinifana","09_Salud","fig_01_aseguramiento_sgsss",TRUE,"_fig_01",TRUE,140
"Penderisco y Sinifana","09_Salud","fig_02_bajo_peso",TRUE,"_fig_02",TRUE,129
"Penderisco y Sinifana","09_Salud","fig_03_enfermedades_vectores",TRUE,"_fig_03",TRUE,126
"Penderisco y Sinifana","09_Salud","fig_04_suicidios",TRUE,"_fig_04",TRUE,142
"Penderisco y Sinifana","09_Salud","mapa_09_mortalidad_infantil",TRUE,"_mapa09_mortalidad_infantil",TRUE,157
"Penderisco y Sinifana","10_Seguridad","fig_01_percepcion_seguridad",TRUE,"_fig_01",TRUE,150
"Penderisco y Sinifana","10_Seguridad","fig_02_restitucion_tierras",TRUE,"_fig_02",TRUE,141
"Penderisco y Sinifana","10_Seguridad","fig_03_personas_desaparecidas",TRUE,"_fig_03",TRUE,109
"Penderisco y Sinifana","10_Seguridad","fig_04_victimas_ocurrencia",TRUE,"_fig_04",TRUE,120
"Penderisco y Sinifana","10_Seguridad","fig_05_hechos_victimizantes",TRUE,"_fig_05",TRUE,214
"Penderisco y Sinifana","10_Seguridad","mapa_10_homicidios_dpto",TRUE,"_mapa10_homicidios_dpto",TRUE,226
"Penderisco y Sinifana","10_Seguridad","mapa_10_homicidios",TRUE,"_mapa10_homicidios",TRUE,151
"Área Metropolitana","01_Generalidades","fig_01_distribucion_territorial",TRUE,"_fig_01",TRUE,95
"Área Metropolitana","01_Generalidades","mapa_00_localizacion",TRUE,"_mapa00_localizacion",TRUE,190
"Área Metropolitana","01_Generalidades","mapa_01_area",TRUE,"_mapa01_area",TRUE,143
"Área Metropolitana","02_Demografia","fig_01_poblacion_municipio",TRUE,"_fig_01",TRUE,114
"Área Metropolitana","02_Demografia","fig_02_composicion_urbana_rural",TRUE,"_fig_02",TRUE,134
"Área Metropolitana","02_Demografia","fig_03_densidad_poblacional",TRUE,"_fig_03",TRUE,131
"Área Metropolitana","02_Demografia","fig_04_piramide_poblacional",TRUE,"_fig_04",TRUE,144
"Área Metropolitana","02_Demografia","fig_05_indice_envejecimiento",TRUE,"_fig_05",TRUE,127
"Área Metropolitana","02_Demografia","mapa_02_densidad",TRUE,"_mapa02_densidad",TRUE,147
"Área Metropolitana","03_Ordenamiento","fig_01_uso_suelo_rural",TRUE,"_fig_01",TRUE,66
"Área Metropolitana","03_Ordenamiento","fig_02_catastro_avaluo_rural",TRUE,"_fig_02",TRUE,73
"Área Metropolitana","03_Ordenamiento","fig_03_vias_area",TRUE,"_fig_03",TRUE,112
"Área Metropolitana","03_Ordenamiento","fig_04_vias_habitantes",TRUE,"_fig_04",TRUE,111
"Área Metropolitana","03_Ordenamiento","fig_05_deficit_cuantitativo",TRUE,"_fig_05",TRUE,127
"Área Metropolitana","03_Ordenamiento","fig_06_deficit_cualitativo",TRUE,"_fig_06",TRUE,130
"Área Metropolitana","03_Ordenamiento","fig_07_servicios_publicos",TRUE,"_fig_07",TRUE,133
"Área Metropolitana","03_Ordenamiento","fig_08_imca_dimensiones",TRUE,"_fig_08",TRUE,179
"Área Metropolitana","03_Ordenamiento","fig_09_imca_adopcion_tic",TRUE,"_fig_09",TRUE,113
"Área Metropolitana","03_Ordenamiento","fig_10_gobierno_digital",TRUE,"_fig_10",TRUE,125
"Área Metropolitana","03_Ordenamiento","fig_11_gobierno_digital_componentes",TRUE,"_fig_11",TRUE,165
"Área Metropolitana","03_Ordenamiento","fig_12_tti_edsup",TRUE,"_fig_12",TRUE,125
"Área Metropolitana","03_Ordenamiento","fig_13_internet_1000hab",TRUE,"_fig_13",TRUE,116
"Área Metropolitana","03_Ordenamiento","fig_14_internet_fibra",TRUE,"_fig_14",TRUE,120
"Área Metropolitana","03_Ordenamiento","mapa_03_deficit_vivienda",TRUE,"_mapa03_deficit_vivienda",TRUE,151
"Área Metropolitana","04_Gobernabilidad","fig_01_mdm",TRUE,"_fig_01",TRUE,111
"Área Metropolitana","04_Gobernabilidad","fig_02_idf",TRUE,"_fig_02",TRUE,121
"Área Metropolitana","04_Gobernabilidad","fig_03_ley617",TRUE,"_fig_03",TRUE,129
"Área Metropolitana","04_Gobernabilidad","fig_04_icm",TRUE,"_fig_04",TRUE,126
"Área Metropolitana","04_Gobernabilidad","fig_05_icm_dimensiones",TRUE,"_fig_05",TRUE,171
"Área Metropolitana","05_Economia","fig_01_pobreza_nbi",TRUE,"_fig_01",TRUE,131
"Área Metropolitana","05_Economia","fig_02_pobreza_ipm",TRUE,"_fig_02",TRUE,129
"Área Metropolitana","05_Economia","fig_03_gini_hogar_laboral",TRUE,"_fig_03",TRUE,149
"Área Metropolitana","05_Economia","fig_04_ocupacion_informalidad",TRUE,"_fig_04",TRUE,146
"Área Metropolitana","05_Economia","fig_05_desocupacion_total_jovenes",TRUE,"_fig_05",TRUE,142
"Área Metropolitana","05_Economia","fig_06_jovenes_nini",TRUE,"_fig_06",TRUE,129
"Área Metropolitana","05_Economia","fig_07_dependencia_economica",TRUE,"_fig_07",TRUE,134
"Área Metropolitana","05_Economia","fig_08_densidad_empresarial",TRUE,"_fig_08",TRUE,124
"Área Metropolitana","05_Economia","fig_09_valor_agregado_per_capita",TRUE,"_fig_09",TRUE,118
"Área Metropolitana","05_Economia","fig_10_peso_relativo_valor_agregado",TRUE,"_fig_10",TRUE,114
"Área Metropolitana","05_Economia","fig_11_composicion_valor_agregado",TRUE,"_fig_11",TRUE,162
"Área Metropolitana","05_Economia","fig_12_valor_agregado_actividades",TRUE,"_fig_12",TRUE,175
"Área Metropolitana","05_Economia","fig_13_titulos_mineros",TRUE,"_fig_13",TRUE,118
"Área Metropolitana","05_Economia","fig_14_visitantes_extranjeros",TRUE,"_fig_14",TRUE,111
"Área Metropolitana","05_Economia","fig_15_participacion_visitantes",TRUE,"_fig_15",TRUE,105
"Área Metropolitana","05_Economia","mapa_05_va_percapita",TRUE,"_mapa05_va_percapita",TRUE,151
"Área Metropolitana","06_Desarrollo_Rural","fig_01_participacion_pecuaria",TRUE,"_fig_01",TRUE,116
"Área Metropolitana","06_Desarrollo_Rural","fig_02_composicion_especies",TRUE,"_fig_02",TRUE,150
"Área Metropolitana","06_Desarrollo_Rural","fig_03_composicion_agricola",TRUE,"_fig_03",TRUE,149
"Área Metropolitana","06_Desarrollo_Rural","fig_04_participacion_produccion",TRUE,"_fig_04",TRUE,125
"Área Metropolitana","06_Desarrollo_Rural","fig_05_rendimiento_agricola",TRUE,"_fig_05",TRUE,121
"Área Metropolitana","07_Ambiental","fig_01_areas_protegidas",TRUE,"_fig_01",TRUE,85
