"provincia","seccion","hoja","bloque","ambito","fila","columna","valor","formula_que_lo_reproduce","agrupamiento","min_municipal","max_municipal","dentro_del_rango_municipal","suma_municipal"
"Agroindustrial del Occidente","01_Generalidades","distribucion_territorial","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Área municipal (km²)",4703.180698,"suma","todas",265.930372,1957.262708,FALSE,4703.180698
"Agroindustrial del Occidente","01_Generalidades","distribucion_territorial","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Participación en el área provincial",1,"suma","todas",0.0565426652888513,0.416157242019707,FALSE,1
"Agroindustrial del Occidente","01_Generalidades","distribucion_territorial","","subregión","TOTAL SUBREGIÓN OCCIDENTE","Área municipal (km²)",7546.107827,"no verificable con esta hoja",,265.930372,1957.262708,FALSE,4703.180698
"Agroindustrial del Occidente","01_Generalidades","distribucion_territorial","","departamento","TOTAL DEPARTAMENTO (ANTIOQUIA)","Área municipal (km²)",62804.710218,"no verificable con esta hoja",,265.930372,1957.262708,FALSE,4703.180698
"Agroindustrial del Occidente","02_Demografia","poblacion","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Población total",81100,"suma","todas",2807,24808,FALSE,81100
"Agroindustrial del Occidente","02_Demografia","poblacion","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Participación en el total provincial (%)",1,"suma","todas",0.0346115906288533,0.305893958076449,FALSE,1
"Agroindustrial del Occidente","02_Demografia","poblacion","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Población urbana",31391,"suma","todas",911,10136,FALSE,31391
"Agroindustrial del Occidente","02_Demografia","poblacion","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Porcentaje de población urbana",0.387065351418002,"ponderado_poblacion","todas",0.316442723753131,0.442602626503811,TRUE,2.1770763391523
"Agroindustrial del Occidente","02_Demografia","poblacion","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Participación urbana en el total provincial (%)",1,"suma","todas",0.0290210569908573,0.322895097320888,FALSE,1
"Agroindustrial del Occidente","02_Demografia","poblacion","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Población rural",49709,"suma","todas",1896,14672,FALSE,49709
"Agroindustrial del Occidente","02_Demografia","poblacion","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Porcentaje de población rural",0.612934648581998,"ponderado_poblacion","todas",0.557397373496189,0.683557276246869,TRUE,3.8229236608477
"Agroindustrial del Occidente","02_Demografia","poblacion","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Participación rural en el total provincial (%)",1,"suma","todas",0.0381419863606188,0.295157818503691,FALSE,0.999999999999999
"Agroindustrial del Occidente","02_Demografia","poblacion","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Densidad poblacional (hab/km²)",17.2436496081231,"OTRA",,9.45257946985947,42.4031681717599,TRUE,128.530105928337
"Agroindustrial del Occidente","02_Demografia","poblacion","","subregión","TOTAL SUBREGIÓN OCCIDENTE","Población total",225788,"no verificable con esta hoja",,2807,24808,FALSE,81100
"Agroindustrial del Occidente","02_Demografia","poblacion","","subregión","TOTAL SUBREGIÓN OCCIDENTE","Población urbana",88348,"no verificable con esta hoja",,911,10136,FALSE,31391
"Agroindustrial del Occidente","02_Demografia","poblacion","","subregión","TOTAL SUBREGIÓN OCCIDENTE","Porcentaje de población urbana",0.39128740234202,"no verificable con esta hoja",,0.316442723753131,0.442602626503811,TRUE,2.1770763391523
"Agroindustrial del Occidente","02_Demografia","poblacion","","subregión","TOTAL SUBREGIÓN OCCIDENTE","Población rural",137440,"no verificable con esta hoja",,1896,14672,FALSE,49709
"Agroindustrial del Occidente","02_Demografia","poblacion","","subregión","TOTAL SUBREGIÓN OCCIDENTE","Porcentaje de población rural",0.60871259765798,"no verificable con esta hoja",,0.557397373496189,0.683557276246869,TRUE,3.8229236608477
"Agroindustrial del Occidente","02_Demografia","poblacion","","subregión","TOTAL SUBREGIÓN OCCIDENTE","Densidad poblacional (hab/km²)",29.9211202882802,"no verificable con esta hoja",,9.45257946985947,42.4031681717599,TRUE,128.530105928337
"Agroindustrial del Occidente","02_Demografia","poblacion","","departamento","TOTAL DEPARTAMENTO (ANTIOQUIA)","Población total",6928372,"no verificable con esta hoja",,2807,24808,FALSE,81100
"Agroindustrial del Occidente","02_Demografia","poblacion","","departamento","TOTAL DEPARTAMENTO (ANTIOQUIA)","Población urbana",5450720,"no verificable con esta hoja",,911,10136,FALSE,31391
"Agroindustrial del Occidente","02_Demografia","poblacion","","departamento","TOTAL DEPARTAMENTO (ANTIOQUIA)","Porcentaje de población urbana",0.786724500358814,"no verificable con esta hoja",,0.316442723753131,0.442602626503811,FALSE,2.1770763391523
"Agroindustrial del Occidente","02_Demografia","poblacion","","departamento","TOTAL DEPARTAMENTO (ANTIOQUIA)","Población rural",1477652,"no verificable con esta hoja",,1896,14672,FALSE,49709
"Agroindustrial del Occidente","02_Demografia","poblacion","","departamento","TOTAL DEPARTAMENTO (ANTIOQUIA)","Porcentaje de población rural",0.213275499641186,"no verificable con esta hoja",,0.557397373496189,0.683557276246869,FALSE,3.8229236608477
"Agroindustrial del Occidente","02_Demografia","poblacion","","departamento","TOTAL DEPARTAMENTO (ANTIOQUIA)","Densidad poblacional (hab/km²)",110.316120812453,"no verificable con esta hoja",,9.45257946985947,42.4031681717599,FALSE,128.530105928337
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Población masculina",41674,"suma","todas",1574,12515,FALSE,41674
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Población femenina",40545,"suma","todas",1298,12250,FALSE,40545
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","0 a 9",15873,"suma","todas",403,5707,FALSE,15873
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","10 a 19",13723,"suma","todas",414,4465,FALSE,13723
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","20 a 29",11501,"suma","todas",375,3600,FALSE,11501
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","30 a 39",11184,"suma","todas",421,3341,FALSE,11184
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","40 a 49",9518,"suma","todas",382,2621,FALSE,9518
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","50 a 59",7528,"suma","todas",320,2120,FALSE,7528
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","60 a 69",6570,"suma","todas",277,1807,FALSE,6570
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","70 a 79",4315,"suma","todas",194,1122,FALSE,4315
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","80 o más",2007,"suma","todas",86,518,FALSE,2007
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Hombres 0 a 9",8138,"suma","todas",218,2944,FALSE,8138
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Hombres 10 a 19",7058,"suma","todas",241,2265,FALSE,7058
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Hombres 20 a 29",5824,"suma","todas",213,1797,FALSE,5824
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Hombres 30 a 39",5626,"suma","todas",224,1675,FALSE,5626
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Hombres 40 a 49",4850,"suma","todas",197,1325,FALSE,4850
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Hombres 50 a 59",3745,"suma","todas",174,1025,FALSE,3745
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Hombres 60 a 69",3376,"suma","todas",166,902,FALSE,3376
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Hombres 70 a 79",2091,"suma","todas",100,536,FALSE,2091
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Hombres 80 o más",966,"suma","todas",41,242,FALSE,966
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Mujeres 0 a 9",7735,"suma","todas",185,2763,FALSE,7735
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Mujeres 10 a 19",6665,"suma","todas",173,2200,FALSE,6665
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Mujeres 20 a 29",5677,"suma","todas",162,1803,FALSE,5677
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Mujeres 30 a 39",5558,"suma","todas",197,1666,FALSE,5558
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Mujeres 40 a 49",4668,"suma","todas",185,1296,FALSE,4668
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Mujeres 50 a 59",3783,"suma","todas",146,1095,FALSE,3783
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Mujeres 60 a 69",3194,"suma","todas",111,905,FALSE,3194
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Mujeres 70 a 79",2224,"suma","todas",94,627,FALSE,2224
"Agroindustrial del Occidente","02_Demografia","estructura_edad","","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Mujeres 80 o más",1041,"suma","todas",45,276,FALSE,1041
"Agroindustrial del Occidente","02_Demografia","natalidad_mortalidad","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población)","Tasa de Natalidad",8.4773483730043,"ponderado_poblacion","todas",5.39180445722502,9.42275390224917,TRUE,47.1378210281639
"Agroindustrial del Occidente","02_Demografia","natalidad_mortalidad","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población)","Tasa de Mortalidad",4.84512611465422,"ponderado_poblacion","todas",3.77877018206802,5.39499036608863,TRUE,28.6145670681048
"Agroindustrial del Occidente","02_Demografia","natalidad_mortalidad","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población)","Índice de Envejecimiento",25.8194658390889,"ponderado_poblacion","todas",19.8934280639432,34.9656357388316,TRUE,168.284837371198
"Agroindustrial del Occidente","02_Demografia","natalidad_mortalidad","","subregión","PROMEDIO PONDERADO SUBREGIÓN OCCIDENTE (por población)","Tasa de Natalidad",8.34133878260628,"no verificable con esta hoja",,5.39180445722502,9.42275390224917,TRUE,47.1378210281639
"Agroindustrial del Occidente","02_Demografia","natalidad_mortalidad","","subregión","PROMEDIO PONDERADO SUBREGIÓN OCCIDENTE (por población)","Tasa de Mortalidad",4.90402610078376,"no verificable con esta hoja",,3.77877018206802,5.39499036608863,TRUE,28.6145670681048
"Agroindustrial del Occidente","02_Demografia","natalidad_mortalidad","","subregión","PROMEDIO PONDERADO SUBREGIÓN OCCIDENTE (por población)","Índice de Envejecimiento",30.2492370183753,"no verificable con esta hoja",,19.8934280639432,34.9656357388316,TRUE,168.284837371198
"Agroindustrial del Occidente","02_Demografia","natalidad_mortalidad","","departamento","PROMEDIO PONDERADO DEPARTAMENTO (ANTIOQUIA) (por población)","Tasa de Natalidad",8.63819084562529,"no verificable con esta hoja",,5.39180445722502,9.42275390224917,TRUE,47.1378210281639
"Agroindustrial del Occidente","02_Demografia","natalidad_mortalidad","","departamento","PROMEDIO PONDERADO DEPARTAMENTO (ANTIOQUIA) (por población)","Tasa de Mortalidad",5.63888092494405,"no verificable con esta hoja",,3.77877018206802,5.39499036608863,FALSE,28.6145670681048
"Agroindustrial del Occidente","02_Demografia","natalidad_mortalidad","","departamento","PROMEDIO PONDERADO DEPARTAMENTO (ANTIOQUIA) (por población)","Índice de Envejecimiento",32.052654940463,"no verificable con esta hoja",,19.8934280639432,34.9656357388316,TRUE,168.284837371198
"Agroindustrial del Occidente","02_Demografia","migracion","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población)","Tasa neta de migración - total",0.608192875475374,"ponderado_poblacion","todas",0,2.58074634652086,TRUE,5.84747787909565
"Agroindustrial del Occidente","02_Demografia","migracion","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población)","Tasa neta de migración - cabecera municipal",0.136633070040527,"ponderado_poblacion","todas",0,2.94858870967742,TRUE,3.32474611708483
"Agroindustrial del Occidente","02_Demografia","migracion","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población)","Tasa neta de migración - centros poblados y rural",0.966140685253155,"ponderado_poblacion","todas",0,3.8178744110764,TRUE,7.62447461622718
"Agroindustrial del Occidente","02_Demografia","migracion","","subregión","PROMEDIO PONDERADO SUBREGIÓN OCCIDENTE (por población)","Tasa neta de migración - total",1.36963640191563,"no verificable con esta hoja",,0,2.58074634652086,TRUE,5.84747787909565
"Agroindustrial del Occidente","02_Demografia","migracion","","subregión","PROMEDIO PONDERADO SUBREGIÓN OCCIDENTE (por población)","Tasa neta de migración - cabecera municipal",0.910301066336893,"no verificable con esta hoja",,0,2.94858870967742,TRUE,3.32474611708483
"Agroindustrial del Occidente","02_Demografia","migracion","","subregión","PROMEDIO PONDERADO SUBREGIÓN OCCIDENTE (por población)","Tasa neta de migración - centros poblados y rural",1.65713154831215,"no verificable con esta hoja",,0,3.8178744110764,TRUE,7.62447461622718
"Agroindustrial del Occidente","02_Demografia","migracion","","departamento","PROMEDIO PONDERADO DEPARTAMENTO (ANTIOQUIA) (por población)","Tasa neta de migración - total",2.43784156596946,"no verificable con esta hoja",,0,2.58074634652086,TRUE,5.84747787909565
"Agroindustrial del Occidente","02_Demografia","migracion","","departamento","PROMEDIO PONDERADO DEPARTAMENTO (ANTIOQUIA) (por población)","Tasa neta de migración - cabecera municipal",2.2991539975123,"no verificable con esta hoja",,0,2.94858870967742,TRUE,3.32474611708483
"Agroindustrial del Occidente","02_Demografia","migracion","","departamento","PROMEDIO PONDERADO DEPARTAMENTO (ANTIOQUIA) (por población)","Tasa neta de migración - centros poblados y rural",2.88568680338064,"no verificable con esta hoja",,0,3.8178744110764,TRUE,7.62447461622718
"Agroindustrial del Occidente","03_Ordenamiento","deficit_vivienda","","provincia","PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (tasa agregada: Σ viviendas con déficit / Σ viviendas)","Déficit cuantitativo de vivienda",0.161138755234321,"OTRA",,0.0495819620188474,0.392622319043158,TRUE,0.745152926275159
"Agroindustrial del Occidente","03_Ordenamiento","deficit_vivienda","","provincia","PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (tasa agregada: Σ viviendas con déficit / Σ viviendas)","Déficit cualitativo de vivienda",0.351829477358401,"OTRA",,0.191452491073598,0.614721345951629,TRUE,2.2136003520357
"Agroindustrial del Occidente","03_Ordenamiento","deficit_vivienda","","subregión","SUBREGIÓN OCCIDENTE (tasa agregada)","Déficit cuantitativo de vivienda",0.109308727022505,"no verificable con esta hoja",,0.0495819620188474,0.392622319043158,TRUE,0.745152926275159
"Agroindustrial del Occidente","03_Ordenamiento","deficit_vivienda","","subregión","SUBREGIÓN OCCIDENTE (tasa agregada)","Déficit cualitativo de vivienda",0.263967245820988,"no verificable con esta hoja",,0.191452491073598,0.614721345951629,TRUE,2.2136003520357
"Agroindustrial del Occidente","03_Ordenamiento","deficit_vivienda","","departamento","DEPARTAMENTO (ANTIOQUIA) (tasa agregada)","Déficit cuantitativo de vivienda",0.0575130095088992,"no verificable con esta hoja",,0.0495819620188474,0.392622319043158,TRUE,0.745152926275159
"Agroindustrial del Occidente","03_Ordenamiento","deficit_vivienda","","departamento","DEPARTAMENTO (ANTIOQUIA) (tasa agregada)","Déficit cualitativo de vivienda",0.177116307342749,"no verificable con esta hoja",,0.191452491073598,0.614721345951629,FALSE,2.2136003520357
"Agroindustrial del Occidente","03_Ordenamiento","vias_area","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por área del municipio)","Km de vía primaria por km² del municipio",0.0480352652011083,"OTRA",,0,0.207452710405416,TRUE,0.396403330809747
"Agroindustrial del Occidente","03_Ordenamiento","vias_area","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por área del municipio)","Km de vía secundaria por km² del municipio",0.0423887279404246,"OTRA",,0.0034542709189454,0.170630317990188,TRUE,0.44393495774956
"Agroindustrial del Occidente","03_Ordenamiento","vias_area","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por área del municipio)","Km de vía terciaria por km² del municipio",0.152603774198529,"OTRA",,0.0760538569168226,0.439350380722076,TRUE,1.44453555793253
"Agroindustrial del Occidente","03_Ordenamiento","vias_habitantes","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población)","Km de vía primaria por cada 1.000 hab.",2.79002704927401,"OTRA",,0,4.74406826562978,TRUE,14.1837572814514
"Agroindustrial del Occidente","03_Ordenamiento","vias_habitantes","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población)","Km de vía secundaria por cada 1.000 hab.",2.45995580240848,"OTRA",,0.277348141793377,8.68094588258817,TRUE,22.8761147305936
"Agroindustrial del Occidente","03_Ordenamiento","vias_habitantes","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población)","Km de vía terciaria por cada 1.000 hab.",8.85877015764573,"OTRA",,6.10646830751188,19.4671861443576,TRUE,68.9109475432553
"Agroindustrial del Occidente","03_Ordenamiento","catastro","Estado del catastro rural=NA | Estado del catastro urbano=NA","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Avalúo catastral total ($)",1181271267000,"suma","todas",57819472000,428065872000,FALSE,1181271267000
"Agroindustrial del Occidente","03_Ordenamiento","catastro","Estado del catastro rural=NA | Estado del catastro urbano=NA","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Avalúo catastral urbano ($)",614722181000,"suma","todas",22227246000,291026304000,FALSE,614722181000
"Agroindustrial del Occidente","03_Ordenamiento","catastro","Estado del catastro rural=NA | Estado del catastro urbano=NA","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Avalúo catastral rural ($)",566549086000,"suma","todas",33111590000,176516212000,FALSE,566549086000
"Agroindustrial del Occidente","03_Ordenamiento","catastro","Estado del catastro rural=NA | Estado del catastro urbano=NA","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Proporción del avalúo catastral urbano sobre el total",0.520390360938154,"OTRA",,0.332224043935817,0.679863364580487,TRUE,2.83674771716498
"Agroindustrial del Occidente","03_Ordenamiento","catastro","Estado del catastro rural=NA | Estado del catastro urbano=NA","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Proporción del avalúo catastral rural sobre el total",0.479609639061846,"OTRA",,0.320136635419513,0.667775956064183,TRUE,3.16325228283502
"Agroindustrial del Occidente","03_Ordenamiento","imca","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población 2022)","IMCA total",30.9608567890198,"OTRA",,27.23140133485,33.8874399946059,TRUE,182.821118167613
"Agroindustrial del Occidente","03_Ordenamiento","imca","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población 2022)","IMCA adopción TIC",6.48185599227943,"OTRA",,2.63398487074733,10.2378557151926,TRUE,31.0031271738412
"Agroindustrial del Occidente","03_Ordenamiento","imca","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población 2022)","IMCA capacidades",38.2872169287153,"OTRA",,32.4959236853539,44.1148830157475,TRUE,230.369387687103
"Agroindustrial del Occidente","03_Ordenamiento","imca","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población 2022)","IMCA dinamismo de los negocios",57.9491085895697,"OTRA",,49.7161934769108,60.3678210586547,TRUE,340.870288173508
"Agroindustrial del Occidente","03_Ordenamiento","imca","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población 2022)","IMCA infraestructura",40.7639614637064,"OTRA",,32.9271282333142,49.248205980662,TRUE,247.975894756758
"Agroindustrial del Occidente","03_Ordenamiento","imca","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población 2022)","IMCA innovación",0,"suma","todas",0,0,TRUE,0
"Agroindustrial del Occidente","03_Ordenamiento","imca","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población 2022)","IMCA instituciones",46.4667427907738,"OTRA",,42.1646532881667,56.1001179231328,TRUE,283.640386999365
"Agroindustrial del Occidente","03_Ordenamiento","imca","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población 2022)","IMCA mercado de bienes",3.32123922277942,"OTRA",,1.24268498748064,4.20365579477196,TRUE,19.2974247964012
"Agroindustrial del Occidente","03_Ordenamiento","imca","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población 2022)","IMCA mercado laboral",59.0861231949355,"OTRA",,40.0856613288448,68.3131031227284,TRUE,337.697672978906
"Agroindustrial del Occidente","03_Ordenamiento","imca","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población 2022)","IMCA salud",38.291429199359,"OTRA",,25.593844154007,56.8080765217646,TRUE,262.45830076128
"Agroindustrial del Occidente","03_Ordenamiento","imca","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población 2022)","IMCA sistema financiero",32.2258327381697,"OTRA",,10.507320256107,47.0598944068256,TRUE,154.61779193982
"Agroindustrial del Occidente","03_Ordenamiento","imca","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población 2022)","IMCA tamaño del mercado",17.6959145589298,"OTRA",,11.9394768074202,21.6046626456194,TRUE,103.10202457676
"Agroindustrial del Occidente","03_Ordenamiento","imca","","subregión","SUBREGIÓN OCCIDENTE (IMCA oficial de subregión)","IMCA total",31.7778750125919,"no verificable con esta hoja",,27.23140133485,33.8874399946059,TRUE,182.821118167613
"Agroindustrial del Occidente","03_Ordenamiento","imca","","subregión","SUBREGIÓN OCCIDENTE (IMCA oficial de subregión)","IMCA adopción TIC",11.1355997417811,"no verificable con esta hoja",,2.63398487074733,10.2378557151926,FALSE,31.0031271738412
"Agroindustrial del Occidente","03_Ordenamiento","imca","","subregión","SUBREGIÓN OCCIDENTE (IMCA oficial de subregión)","IMCA capacidades",39.8497905507535,"no verificable con esta hoja",,32.4959236853539,44.1148830157475,TRUE,230.369387687103
"Agroindustrial del Occidente","03_Ordenamiento","imca","","subregión","SUBREGIÓN OCCIDENTE (IMCA oficial de subregión)","IMCA dinamismo de los negocios",61.508126443671,"no verificable con esta hoja",,49.7161934769108,60.3678210586547,FALSE,340.870288173508
"Agroindustrial del Occidente","03_Ordenamiento","imca","","subregión","SUBREGIÓN OCCIDENTE (IMCA oficial de subregión)","IMCA infraestructura",44.8418590365667,"no verificable con esta hoja",,32.9271282333142,49.248205980662,TRUE,247.975894756758
"Agroindustrial del Occidente","03_Ordenamiento","imca","","subregión","SUBREGIÓN OCCIDENTE (IMCA oficial de subregión)","IMCA innovación",0,"no verificable con esta hoja",,0,0,TRUE,0
"Agroindustrial del Occidente","03_Ordenamiento","imca","","subregión","SUBREGIÓN OCCIDENTE (IMCA oficial de subregión)","IMCA instituciones",49.9944215409497,"no verificable con esta hoja",,42.1646532881667,56.1001179231328,TRUE,283.640386999365
"Agroindustrial del Occidente","03_Ordenamiento","imca","","subregión","SUBREGIÓN OCCIDENTE (IMCA oficial de subregión)","IMCA mercado de bienes",6.97918002835241,"no verificable con esta hoja",,1.24268498748064,4.20365579477196,FALSE,19.2974247964012
"Agroindustrial del Occidente","03_Ordenamiento","imca","","subregión","SUBREGIÓN OCCIDENTE (IMCA oficial de subregión)","IMCA mercado laboral",46.8257087011245,"no verificable con esta hoja",,40.0856613288448,68.3131031227284,TRUE,337.697672978906
"Agroindustrial del Occidente","03_Ordenamiento","imca","","subregión","SUBREGIÓN OCCIDENTE (IMCA oficial de subregión)","IMCA salud",45.1217806507044,"no verificable con esta hoja",,25.593844154007,56.8080765217646,TRUE,262.45830076128
"Agroindustrial del Occidente","03_Ordenamiento","imca","","subregión","SUBREGIÓN OCCIDENTE (IMCA oficial de subregión)","IMCA sistema financiero",25.2427616863391,"no verificable con esta hoja",,10.507320256107,47.0598944068256,TRUE,154.61779193982
"Agroindustrial del Occidente","03_Ordenamiento","imca","","subregión","SUBREGIÓN OCCIDENTE (IMCA oficial de subregión)","IMCA tamaño del mercado",18.0573967582682,"no verificable con esta hoja",,11.9394768074202,21.6046626456194,TRUE,103.10202457676
"Agroindustrial del Occidente","03_Ordenamiento","gobierno_digital","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población 2024)","Índice de Gobierno Digital",50.3561934393297,"OTRA",,11.04,66,TRUE,243.38
"Agroindustrial del Occidente","03_Ordenamiento","gobierno_digital","","provincia","PROMEDIO PONDERADO PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE (por población 2024)","Gobernanza",65.3129439721698,"OTRA",,33.33,100,TRUE,343.05
